ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,5,1,2022-11-07,UNC Greensboro,,Guilford,REG (Non-Conf),W 100-74,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,0,1,0,0,2,2,1.9,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
2,6,2,2022-11-12,UNC Greensboro,@,Gardner-Webb,REG (Non-Conf),L 66-83,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
3,7,4,2022-11-19,UNC Greensboro,@,Elon,REG (Non-Conf),L 58-75,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
4,8,5,2022-11-23,UNC Greensboro,,USC Upstate,REG (Non-Conf),W 54-48,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,1,0,0,0,0,1.0,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
5,9,6,2022-11-27,UNC Greensboro,@,Winthrop,REG (Non-Conf),W 75-52,,7,1,2,.500,0,0,1,2,.500,.500,0,0,,1,0,1,0,0,0,0,1,2,1.3,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
6,10,7,2022-11-30,UNC Greensboro,,Presbyterian,REG (Non-Conf),L 54-67 (OT),,3,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
7,11,8,2022-12-04,UNC Greensboro,@,Kentucky,REG (Non-Conf),L 56-82,,8,0,1,.000,0,0,0,1,.000,.000,2,2,1.000,1,1,2,1,0,0,1,3,2,0.8,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
8,12,9,2022-12-08,UNC Greensboro,,Davidson,REG (Non-Conf),L 54-84,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
9,13,11,2022-12-15,UNC Greensboro,@,Stetson,REG (Non-Conf),W 65-58,,2,0,2,.000,0,0,0,2,.000,.000,0,0,,1,0,1,0,0,1,0,2,0,-0.8,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
10,14,13,2022-12-21,UNC Greensboro,,VU Lynchburg,REG (Non-Conf),W 134-29,,4,1,2,.500,0,0,1,2,.500,.500,0,0,,1,0,1,0,0,0,0,1,2,1.3,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
11,15,26,2023-02-18,UNC Greensboro,,Western Carolina,REG (Conf),W 72-59,,3,1,3,.333,0,0,1,3,.333,.333,0,0,,1,0,1,0,0,0,0,1,2,0.6,Jay'Lin Hastings,https://www.sports-reference.com/cbb/players/jaylin-hastings-1.html,north-carolina-greensboro,2022-23
