ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,12,2,2024-11-10,Marist,,Cornell,REG (Non-Conf),W 62-56,,7,0,2,.000,0,1,.000,0,1,.000,.000,0,0,1,1,2,2,1,1,1,1,0,1.3,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
2,13,3,2024-11-13,Marist,,Lafayette,REG (Non-Conf),W 73-41,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,1,0,0,-1.4,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
3,14,7,2024-11-30,Marist,@,Lehigh,REG (Non-Conf),L 39-56,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
4,15,8,2024-12-01,Marist,N,North Dakota,REG (Non-Conf),W 60-56,,9,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,1,0,0,0,0,0,-0.7,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
5,16,9,2024-12-07,Marist,@,Bryant,REG (Non-Conf),W 63-52,,6,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
6,17,10,2024-12-17,Marist,@,Holy Cross,REG (Non-Conf),L 49-66,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
7,18,14,2025-01-04,Marist,@,Quinnipiac,REG (Conf),L 52-64,,10,0,1,.000,0,0,,0,1,.000,.000,0,0,0,2,2,1,0,0,0,1,0,0.2,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
8,19,15,2025-01-11,Marist,@,Fairfield,REG (Conf),L 31-70,,6,1,2,.500,0,0,,1,2,.500,.500,0,0,0,1,1,0,1,1,0,3,2,1.8,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
9,20,18,2025-01-23,Marist,,Niagara,REG (Conf),W 74-52,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
10,21,19,2025-01-25,Marist,,Canisius,REG (Conf),W 67-48,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
11,22,21,2025-02-06,Marist,,Fairfield,REG (Conf),L 49-80,,4,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,3,3,0,0,0,1,1,3,2.2,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
12,23,22,2025-02-08,Marist,@,Iona,REG (Conf),W 63-43,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,2,0,0,0,0,0,1.4,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
13,24,24,2025-02-15,Marist,,Merrimack,REG (Conf),L 48-55,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
14,25,26,2025-02-22,Marist,@,Niagara,REG (Conf),W 67-56,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
15,26,31,2025-03-13,Marist,N,Mount St. Mary's,CTOURN,L 65-68,,2,1,2,.500,0,0,,1,2,.500,.500,0,0,1,0,1,0,0,0,0,1,2,1.3,Kate Robbins,https://www.sports-reference.com/cbb/players/kate-robbins-1.html,marist,2024-25
