ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,90,1,2024-11-04,Binghamton,,Pitt.-Johnstown,REG (Non-Conf),W 79-34,,12,3,4,.750,2,2,1.000,1,2,.500,1.000,0,0,1,3,4,0,0,0,1,2,8,6.2,Genevieve Coleman,https://www.sports-reference.com/cbb/players/genevieve-coleman-1.html,binghamton,2024-25
2,91,6,2024-11-22,Binghamton,@,LIU,REG (Non-Conf),W 65-54,,11,0,0,,0,0,,0,0,,,0,0,1,1,2,1,0,0,1,0,0,0.7,Genevieve Coleman,https://www.sports-reference.com/cbb/players/genevieve-coleman-1.html,binghamton,2024-25
3,92,7,2024-11-25,Binghamton,@,Canisius,REG (Non-Conf),W 68-58,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,1,0,1,0,0,0,0,1,0,-0.4,Genevieve Coleman,https://www.sports-reference.com/cbb/players/genevieve-coleman-1.html,binghamton,2024-25
