ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,49,1,2024-11-04,UC San Diego,,Occidental,REG (Non-Conf),W 86-51,,10,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,1,0,0,0,0,0,-0.7,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
2,50,2,2024-11-07,UC San Diego,@,Sacramento State,REG (Non-Conf),L 60-71,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
3,51,6,2024-11-22,UC San Diego,@,Air Force,REG (Non-Conf),L 64-67 (OT),,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
4,52,7,2024-11-24,UC San Diego,@,Denver,REG (Non-Conf),L 59-67 (OT),,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
5,53,8,2024-11-29,UC San Diego,@,Stanford,REG (Non-Conf),L 54-84,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
6,54,9,2024-12-05,UC San Diego,,UC Santa Barbara,REG (Conf),L 66-80,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
7,55,11,2024-12-14,UC San Diego,@,California Baptist,REG (Non-Conf),W 81-58,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
8,56,14,2024-12-29,UC San Diego,,Life Pacific,REG (Non-Conf),W 71-30,,8,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,1,0,0,1,0,0,-1.7,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
9,57,21,2025-01-25,UC San Diego,@,Cal State Northridge,REG (Conf),W 82-44,,8,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,0,0,0,2,0,-1.2,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
10,58,23,2025-02-06,UC San Diego,@,UC Riverside,REG (Conf),W 72-49,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
11,59,25,2025-02-13,UC San Diego,,Cal State Bakersfield,REG (Conf),W 63-45,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0.0,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
12,60,30,2025-03-01,UC San Diego,@,Cal State Fullerton,REG (Conf),W 69-46,,5,0,0,,0,0,,0,0,,,0,0,1,2,3,0,0,0,0,0,0,1.3,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
13,61,31,2025-03-06,UC San Diego,@,Long Beach State,REG (Conf),W 82-51,,2,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Gabby Louther,https://www.sports-reference.com/cbb/players/gabby-louther-1.html,california-san-diego,2024-25
