ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2021-11-09,Robert Morris,@,St. Bonaventure,REG (Non-Conf),L 53-61,,7,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,1,1,0,0,0,0,1,3,2.6,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
2,2,2,2021-11-13,Robert Morris,,Akron,REG (Non-Conf),L 50-60,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
3,3,3,2021-11-18,Robert Morris,@,Detroit Mercy,REG (Conf),W 55-46,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,1,0,-0.8,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
4,4,5,2021-11-24,Robert Morris,,Morehead State,REG (Non-Conf),W 69-45,,4,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,1,1,0,0,0,0,0,3,3.0,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
5,5,8,2021-12-04,Robert Morris,,Milwaukee,REG (Conf),L 47-66,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
6,6,9,2021-12-12,Robert Morris,@,Miami (FL),REG (Non-Conf),L 45-86,,9,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,1,1,0,0,0,0,2,0,-1.9,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
7,7,13,2022-01-14,Robert Morris,,IUPUI,REG (Conf),L 44-63,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
8,8,16,2022-01-22,Robert Morris,@,Youngstown State,REG (Conf),L 44-61,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
9,9,19,2022-02-03,Robert Morris,@,Milwaukee,REG (Conf),L 48-68,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
10,10,20,2022-02-05,Robert Morris,@,Green Bay,REG (Conf),L 41-57,,3,0,2,.000,0,0,,0,2,.000,.000,0,0,0,0,0,1,0,0,0,1,0,-1.1,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
11,11,26,2022-02-26,Robert Morris,@,IUPUI,REG (Conf),L 40-73,,6,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,0,1,3,2.3,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
12,12,28,2022-03-03,Robert Morris,@,IUPUI,CTOURN,L 41-72,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Jazmyne DeShields,https://www.sports-reference.com/cbb/players/jazmyne-deshields-1.html,robert-morris,2021-22
