ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,34,1,2023-11-06,Drake,,St. Thomas,REG (Non-Conf),W 94-69,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
2,35,4,2023-11-19,Drake,@,Iowa,REG (Non-Conf),L 90-113,,1,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,0,0,0.3,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
3,36,9,2023-12-08,Drake,,North Dakota State,REG (Non-Conf),W 77-67,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
4,37,11,2023-12-21,Drake,@,North Dakota,REG (Non-Conf),W 108-60,,4,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,0,0,0.3,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
5,38,13,2024-01-04,Drake,,Indiana State,REG (Conf),W 77-47,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
6,39,16,2024-01-14,Drake,@,Illinois–Chicago,REG (Conf),W 82-62,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
7,40,28,2024-02-29,Drake,,Illinois–Chicago,REG (Conf),W 84-63,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
8,41,29,2024-03-02,Drake,,Valparaiso,REG (Conf),W 82-62,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
9,42,31,2024-03-09,Drake,@,Indiana State,REG (Conf),W 96-64,,2,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
10,43,32,2024-03-15,Drake,N,Indiana State,CTOURN,W 79-57,,2,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Hannah Nilges,https://www.sports-reference.com/cbb/players/hannah-nilges-1.html,drake,2023-24
