ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,4,2021-11-20,Oklahoma State,@,Rice,REG (Non-Conf),W 68-48,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,1,0,0,0,0,0,0.3,Tracey Bershers,https://www.sports-reference.com/cbb/players/tracey-bershers-1.html,oklahoma-state,2021-22
2,2,6,2021-11-27,Oklahoma State,@,Tennessee,REG (Non-Conf),L 55-80,,11,1,6,.167,1,5,.200,0,1,.000,.250,0,0,0,0,0,0,0,0,0,1,3,-1.2,Tracey Bershers,https://www.sports-reference.com/cbb/players/tracey-bershers-1.html,oklahoma-state,2021-22
3,3,8,2021-12-15,Oklahoma State,,Southern,REG (Non-Conf),W 75-33,,2,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Tracey Bershers,https://www.sports-reference.com/cbb/players/tracey-bershers-1.html,oklahoma-state,2021-22
