player_sr_link,player_name,transfer_year,school_old,school_new
https://www.sports-reference.com/cbb/players/alli-ball-1.html,Alli Ball,2017,akron,illinois
https://www.sports-reference.com/cbb/players/keonna-farmer-1.html,Keonna Farmer,2017,alabama-birmingham,north-florida
https://www.sports-reference.com/cbb/players/amber-driver-1.html,Amber Driver,2017,appalachian-state,prairie-view
https://www.sports-reference.com/cbb/players/mikaya-wilson-1.html,Mikaya Wilson,2017,appalachian-state,north-carolina-at
https://www.sports-reference.com/cbb/players/julia-buehler-1.html,Julia Buehler,2017,appalachian-state,north-carolina-wilmington
https://www.sports-reference.com/cbb/players/armani-hawkins-1.html,Armani Hawkins,2017,arizona-state,north-carolina-state
https://www.sports-reference.com/cbb/players/charise-holloway-1.html,Charise Holloway,2017,arizona,santa-clara
https://www.sports-reference.com/cbb/players/jordan-danberry-1.html,Jordan Danberry,2017,arkansas,mississippi-state
https://www.sports-reference.com/cbb/players/briana-gray-1.html,Briana Gray,2017,bradley,weber-state
https://www.sports-reference.com/cbb/players/brittany-ward-1.html,Brittany Ward,2017,butler,dayton
https://www.sports-reference.com/cbb/players/tylinn-carter-1.html,Tylinn Carter,2017,cal-state-bakersfield,pepperdine
https://www.sports-reference.com/cbb/players/iman-lathan-1.html,Iman Lathan,2017,cal-state-fullerton,butler
https://www.sports-reference.com/cbb/players/jordan-jackson-5.html,Jordan Jackson,2017,cal-state-fullerton,grand-canyon
https://www.sports-reference.com/cbb/players/keimeshia-walker-1.html,Keimeshia Walker,2017,cal-state-fullerton,alabama-state
https://www.sports-reference.com/cbb/players/kaylee-allen-1.html,Kaylee Allen,2017,chicago-state,savannah-state
https://www.sports-reference.com/cbb/players/jessica-cerda-1.html,Jessica Cerda,2017,chicago-state,loyola-il
https://www.sports-reference.com/cbb/players/natalie-butler-1.html,Natalie Butler,2017,connecticut,george-mason
https://www.sports-reference.com/cbb/players/gabrielle-holston-1.html,Gabrielle Holston,2017,east-carolina,florida-am
https://www.sports-reference.com/cbb/players/alexis-cortez-1.html,Alexis Cortez,2017,east-carolina,utah-valley
https://www.sports-reference.com/cbb/players/peyton-langston-1.html,Peyton Langston,2017,evansville,pepperdine
https://www.sports-reference.com/cbb/players/alicia-mccray-1.html,Alicia McCray,2017,florida-am,texas-pan-american
https://www.sports-reference.com/cbb/players/vashnie-perry-1.html,Vashnie Perry,2017,florida-atlantic,massachusetts
https://www.sports-reference.com/cbb/players/jasmine-walker-3.html,Jasmine Walker,2017,florida-state,alabama
https://www.sports-reference.com/cbb/players/eleanna-christinaki-1.html,Eleanna Christinaki,2017,florida,maryland
https://www.sports-reference.com/cbb/players/tiffany-suarez-1.html,Tiffany Suarez,2017,fordham,eastern-michigan
https://www.sports-reference.com/cbb/players/bego-faz-davalos-1.html,Bego Faz Davalos,2017,fresno-state,duke
https://www.sports-reference.com/cbb/players/deasia-brown-1.html,De'Asia Brown,2017,furman,alcorn-state
https://www.sports-reference.com/cbb/players/chinyere-bell-1.html,Chinyere Bell,2017,george-mason,north-carolina-wilmington
