ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,21,2024-02-07,Central Michigan,,Toledo,REG (Conf),L 68-93,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Brylee Borgman,https://www.sports-reference.com/cbb/players/brylee-borgman-1.html,central-michigan,2023-24
2,2,23,2024-02-17,Central Michigan,,Kent State,REG (Conf),L 54-77,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Brylee Borgman,https://www.sports-reference.com/cbb/players/brylee-borgman-1.html,central-michigan,2023-24
