ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-07,Cleveland State,@,Iowa State,REG (Non-Conf),L 54-87,,15,1,3,.333,0,0,1,3,.333,.333,0,0,,1,1,2,0,0,2,0,0,2,2.7,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
2,2,2,2022-11-12,Cleveland State,,Hofstra,REG (Non-Conf),W 62-46,,5,1,3,.333,0,0,1,3,.333,.333,1,2,.500,0,0,0,0,0,1,0,1,3,1.2,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
3,3,3,2022-11-15,Cleveland State,@,DePaul,REG (Non-Conf),W 90-83 (OT),,34,4,8,.500,0,0,4,8,.500,.500,1,4,.250,2,7,9,1,0,3,0,3,9,8.9,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
4,4,5,2022-11-23,Cleveland State,,Georgia State,REG (Non-Conf),W 57-53,,14,0,2,.000,0,0,0,2,.000,.000,1,2,.500,0,2,2,0,0,4,0,1,1,2.2,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
5,5,6,2022-11-25,Cleveland State,,Bellarmine,REG (Non-Conf),W 76-59,,9,3,3,1.000,0,0,3,3,1.000,1.000,2,2,1.000,0,0,0,0,0,0,2,4,8,3.5,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
6,6,7,2022-11-26,Cleveland State,,St. Bonaventure,REG (Non-Conf),W 64-40,,9,1,5,.200,0,0,1,5,.200,.200,2,4,.500,5,1,6,0,0,1,0,1,4,4.2,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
7,7,8,2022-12-02,Cleveland State,,Oakland,REG (Conf),W 77-54,,12,2,4,.500,0,0,2,4,.500,.500,1,2,.500,1,1,2,1,0,0,1,3,5,2.1,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
8,8,9,2022-12-04,Cleveland State,,Detroit Mercy,REG (Conf),W 86-30,,16,4,4,1.000,0,0,4,4,1.000,1.000,0,0,,0,2,2,1,1,2,2,2,8,7.7,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
9,9,10,2022-12-08,Cleveland State,@,Central Michigan,REG (Non-Conf),W 86-55,,7,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,4,4,0,0,0,1,2,2,1.1,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
10,10,11,2022-12-11,Cleveland State,@,Akron,REG (Non-Conf),W 76-58,,21,2,6,.333,0,0,2,6,.333,.333,1,2,.500,2,5,7,1,0,1,2,3,5,2.3,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
11,11,12,2022-12-19,Cleveland State,N,Lindenwood,REG (Non-Conf),W 72-45,,16,2,4,.500,0,0,2,4,.500,.500,0,3,.000,2,2,4,0,0,2,1,2,4,2.4,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
12,12,13,2022-12-20,Cleveland State,N,Campbell,REG (Non-Conf),W 80-55,,10,2,4,.500,0,0,2,4,.500,.500,0,0,,1,0,1,0,0,1,0,2,4,2.6,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
13,13,14,2022-12-29,Cleveland State,@,Youngstown State,REG (Conf),W 77-68,,17,1,3,.333,0,0,1,3,.333,.333,2,4,.500,1,2,3,0,0,0,0,1,4,2.4,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
14,14,15,2022-12-31,Cleveland State,@,Robert Morris,REG (Conf),W 70-52,,26,5,5,1.000,0,0,5,5,1.000,1.000,4,8,.500,1,4,5,0,0,1,1,4,14,10.9,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
15,15,16,2023-01-06,Cleveland State,,Purdue Fort Wayne,REG (Conf),W 74-56,,11,4,5,.800,0,0,4,5,.800,.800,0,0,,1,0,1,0,1,1,1,1,8,7.1,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
16,16,17,2023-01-08,Cleveland State,,IUPUI,REG (Conf),W 92-59,,11,2,3,.667,0,0,2,3,.667,.667,0,0,,0,2,2,0,1,1,3,2,4,1.2,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
17,17,18,2023-01-12,Cleveland State,,Milwaukee,REG (Conf),W 81-50,,9,2,2,1.000,0,0,2,2,1.000,1.000,0,0,,0,0,0,0,1,0,1,2,4,2.6,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
18,18,19,2023-01-14,Cleveland State,,Green Bay,REG (Conf),L 65-82,,10,2,4,.500,0,0,2,4,.500,.500,0,0,,1,0,1,0,0,0,1,1,4,1.3,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
19,19,20,2023-01-20,Cleveland State,@,Wright State,REG (Conf),W 103-72,,14,5,6,.833,0,0,5,6,.833,.833,1,1,1.000,1,2,3,0,1,0,1,0,11,10.1,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
20,20,21,2023-01-22,Cleveland State,@,Northern Kentucky,REG (Conf),L 69-73,,27,4,8,.500,0,0,4,8,.500,.500,4,4,1.000,1,4,5,1,1,6,1,3,12,13.6,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
21,21,22,2023-01-26,Cleveland State,@,Detroit Mercy,REG (Conf),W 107-65,,19,5,9,.556,0,0,5,9,.556,.556,0,0,,1,0,1,3,1,0,2,1,10,7.1,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
22,22,23,2023-01-28,Cleveland State,@,Oakland,REG (Conf),W 72-51,,17,1,1,1.000,0,0,1,1,1.000,1.000,1,4,.250,0,5,5,0,0,2,3,1,3,1.0,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
23,23,24,2023-02-02,Cleveland State,,Robert Morris,REG (Conf),W 61-43,,17,3,5,.600,0,0,3,5,.600,.600,0,0,,0,3,3,0,1,0,1,2,6,3.8,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
24,24,25,2023-02-04,Cleveland State,,Youngstown State,REG (Conf),W 81-48,,9,1,1,1.000,0,0,1,1,1.000,1.000,2,2,1.000,1,2,3,0,0,0,1,3,4,2.8,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
25,25,26,2023-02-07,Cleveland State,,Chicago State,REG (Non-Conf),W 88-49,,11,3,7,.429,0,0,3,7,.429,.429,1,1,1.000,4,1,5,0,1,0,0,3,7,6.2,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
26,26,27,2023-02-11,Cleveland State,@,IUPUI,REG (Conf),W 83-59,,21,6,9,.667,0,0,6,9,.667,.667,2,2,1.000,1,2,3,0,1,2,3,4,14,9.2,Jordana Reisma,https://www.sports-reference.com/cbb/players/jordana-reisma-1.html,cleveland-state,2022-23
