ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,10,1,2021-11-09,Duquesne,@,UCF,REG (Non-Conf),L 39-68,,2,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
2,11,2,2021-11-11,Duquesne,@,Tulsa,REG (Non-Conf),L 62-77,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
3,12,6,2021-11-23,Duquesne,,Akron,REG (Non-Conf),W 58-47,,4,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
4,13,7,2021-11-27,Duquesne,@,Siena,REG (Non-Conf),W 59-49,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
5,14,15,2022-01-08,Duquesne,,St. Bonaventure,REG (Conf),W 63-44,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
6,15,18,2022-01-22,Duquesne,@,Saint Louis,REG (Conf),W 71-62,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
7,16,19,2022-01-26,Duquesne,,George Mason,REG (Conf),W 67-55,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
8,17,20,2022-01-30,Duquesne,,La Salle,REG (Conf),W 67-48,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
9,18,24,2022-02-13,Duquesne,@,Massachusetts,REG (Conf),L 59-89,,9,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,1,0,0,0,0,0.3,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
10,19,26,2022-02-20,Duquesne,@,St. Bonaventure,REG (Conf),W 99-75,,2,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,0,2,1.7,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
11,20,29,2022-03-03,Duquesne,@,Saint Joseph's,CTOURN,L 49-65,,3,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Aniya Walker,https://www.sports-reference.com/cbb/players/aniya-walker-1.html,duquesne,2021-22
