ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,12,1,2024-11-04,Delaware,@,George Washington,REG (Non-Conf),L 66-78,,17,1,4,.250,0,0,1,4,.250,.250,0,0,,2,2,4,1,0,1,0,0,2,3.0,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
2,13,2,2024-11-09,Delaware,@,La Salle,REG (Non-Conf),L 54-68,,14,0,0,,0,0,0,0,,,0,0,,0,1,1,1,0,0,1,2,0,-0.8,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
3,14,3,2024-11-12,Delaware,,Temple,REG (Non-Conf),L 56-67,,5,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
4,15,4,2024-11-19,Delaware,,Colgate,REG (Non-Conf),W 88-82,,6,0,2,.000,0,0,0,2,.000,.000,0,0,,0,0,0,1,0,1,0,0,0,0.0,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
5,16,6,2024-11-29,Delaware,N,Tarleton State,REG (Non-Conf),L 40-54,,26,0,1,.000,0,0,0,1,.000,.000,1,2,.500,0,3,3,2,1,0,2,3,1,0.0,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
6,17,7,2024-11-30,Delaware,N,Evansville,REG (Non-Conf),W 65-54,,15,3,3,1.000,0,0,3,3,1.000,1.000,1,2,.500,0,6,6,0,0,0,1,2,7,5.7,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
7,18,8,2024-12-07,Delaware,,Delaware State,REG (Non-Conf),W 73-26,,17,0,2,.000,0,0,0,2,.000,.000,0,0,,2,3,5,2,1,0,2,1,0,0.9,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
8,19,16,2025-01-24,Delaware,,Elon,REG (Conf),L 67-69,,12,2,5,.400,0,0,2,5,.400,.400,0,0,,3,0,3,1,0,0,3,0,4,1.1,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
9,20,17,2025-01-26,Delaware,,College of Charleston,REG (Conf),L 45-58,,4,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,1,2,0,0,-1.3,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
10,21,18,2025-01-31,Delaware,@,Towson,REG (Conf),L 48-62,,8,0,0,,0,0,0,0,,,0,0,,0,0,0,1,0,0,0,3,0,-0.5,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
11,22,19,2025-02-02,Delaware,@,Northeastern,REG (Conf),W 62-54,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
12,23,20,2025-02-07,Delaware,,UNC Wilmington,REG (Conf),W 72-67,,1,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0.3,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
13,24,21,2025-02-09,Delaware,@,Hofstra,REG (Conf),W 73-65 (2OT),,8,0,0,,0,0,0,0,,,0,0,,0,1,1,1,0,0,2,0,0,-1.0,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
14,25,23,2025-02-16,Delaware,,William & Mary,REG (Conf),W 82-59,,14,0,3,.000,0,0,0,3,.000,.000,0,0,,1,2,3,0,1,0,0,0,0,0.2,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
15,26,27,2025-03-06,Delaware,,Drexel,REG (Conf),W 82-59,,4,0,0,,0,0,0,0,,,0,0,,0,0,0,1,0,1,1,1,0,0.0,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
16,27,30,2025-03-14,Delaware,N,College of Charleston,CTOURN,L 49-87,,4,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,2,0,0,0,0,0,0.7,Arantxa Portalez,https://www.sports-reference.com/cbb/players/arantxa-portalez-1.html,delaware,2024-25
