ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,12,4,2021-11-26,Central Michigan,@,Northeastern,REG (Non-Conf),L 57-63,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
2,13,5,2021-11-28,Central Michigan,@,Marist,REG (Non-Conf),W 56-50,,6,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,1,0,-1.1,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
3,14,6,2021-12-01,Central Michigan,@,Cincinnati,REG (Non-Conf),L 54-59,,6,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
4,15,10,2021-12-29,Central Michigan,@,Buffalo,REG (Conf),L 75-92,,4,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,1,0,-1.1,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
5,16,11,2022-01-01,Central Michigan,,Northern Illinois,REG (Conf),W 72-68,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
6,17,12,2022-01-05,Central Michigan,,Western Michigan,REG (Conf),L 44-58,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
7,18,13,2022-01-08,Central Michigan,@,Eastern Michigan,REG (Conf),L 60-80,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
8,19,14,2022-01-12,Central Michigan,@,Toledo,REG (Conf),L 49-74,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
9,20,16,2022-01-19,Central Michigan,@,Bowling Green,REG (Conf),L 68-92,,10,1,4,.250,0,2,.000,1,2,.500,.250,0,0,0,0,0,0,0,0,0,1,2,-0.8,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
10,21,17,2022-01-22,Central Michigan,@,Ball State,REG (Conf),L 45-57,,7,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-1.1,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
11,22,18,2022-01-26,Central Michigan,,Miami (OH),REG (Conf),W 70-59,,9,0,0,,0,0,,0,0,,,0,0,0,1,1,3,0,0,1,1,0,1.0,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
12,23,19,2022-01-29,Central Michigan,,Akron,REG (Conf),L 60-70,,7,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
13,24,20,2022-02-02,Central Michigan,@,Kent State,REG (Conf),L 57-68,,6,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0.3,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
14,25,21,2022-02-05,Central Michigan,,Buffalo,REG (Conf),L 74-82,,4,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,1,0,0,-0.7,Carlee Crabtree,https://www.sports-reference.com/cbb/players/carlee-crabtree-1.html,central-michigan,2021-22
