ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2024-11-10,Missouri State,,Tulsa,REG (Non-Conf),W 63-61,,17,3,6,.500,0,0,3,6,.500,.500,2,4,.500,1,8,9,0,0,0,4,1,8,2.9,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
2,2,2,2024-11-13,Missouri State,@,Wichita State,REG (Non-Conf),W 82-77,,15,4,5,.800,0,0,4,5,.800,.800,4,7,.571,0,3,3,1,1,1,2,2,12,9.4,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
3,3,3,2024-11-19,Missouri State,@,UT Martin,REG (Non-Conf),L 66-74,,14,1,2,.500,0,0,1,2,.500,.500,1,2,.500,3,1,4,0,0,0,1,1,3,2.6,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
4,4,4,2024-11-23,Missouri State,@,Saint Louis,REG (Non-Conf),W 91-68,,9,2,2,1.000,0,0,2,2,1.000,1.000,2,4,.500,0,0,0,0,0,1,1,1,6,3.9,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
5,5,5,2024-11-28,Missouri State,N,Gonzaga,REG (Non-Conf),W 65-64,,22,2,5,.400,0,0,2,5,.400,.400,2,2,1.000,2,2,4,0,0,0,1,3,6,3.1,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
6,6,6,2024-11-29,Missouri State,N,Florida State,REG (Non-Conf),L 66-97,,15,4,7,.571,0,0,4,7,.571,.571,1,2,.500,0,3,3,1,0,0,3,3,9,2.7,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
7,7,7,2024-11-30,Missouri State,N,Texas Tech,REG (Non-Conf),L 69-72,,16,1,4,.250,0,0,1,4,.250,.250,0,0,,1,0,1,0,1,1,1,2,2,0.2,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
8,8,8,2024-12-06,Missouri State,,Wyoming,REG (Non-Conf),W 62-50,,11,3,6,.500,0,0,3,6,.500,.500,0,2,.000,2,1,3,1,0,0,0,3,6,3.4,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
9,9,9,2024-12-14,Missouri State,,Little Rock,REG (Non-Conf),W 67-45,,13,1,3,.333,0,0,1,3,.333,.333,0,0,,0,3,3,0,1,1,1,2,2,1.1,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
10,10,10,2024-12-16,Missouri State,@,Southeast Missouri State,REG (Non-Conf),W 77-49,,18,1,2,.500,0,0,1,2,.500,.500,4,6,.667,0,4,4,0,0,1,1,2,6,4.3,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
11,11,11,2024-12-20,Missouri State,,Southern Mississippi,REG (Non-Conf),W 92-54,,14,3,7,.429,0,0,3,7,.429,.429,2,4,.500,0,4,4,0,0,0,1,2,8,2.9,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
12,12,12,2024-12-29,Missouri State,@,Illinois–Chicago,REG (Conf),L 62-69,,10,1,2,.500,0,0,1,2,.500,.500,0,0,,1,3,4,2,0,0,2,3,2,0.8,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
13,13,13,2025-01-02,Missouri State,,Belmont,REG (Conf),W 57-55,,14,3,6,.500,0,0,3,6,.500,.500,1,2,.500,0,1,1,0,1,0,2,2,7,2.1,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
14,14,14,2025-01-04,Missouri State,,Murray State,REG (Conf),W 85-78,,11,2,3,.667,0,0,2,3,.667,.667,2,2,1.000,0,2,2,1,1,0,2,0,6,5.0,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
15,15,15,2025-01-12,Missouri State,,Southern Illinois,REG (Conf),W 75-37,,14,2,8,.250,0,0,2,8,.250,.250,1,2,.500,3,2,5,0,2,2,2,2,5,3.1,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
16,16,16,2025-01-17,Missouri State,@,Evansville,REG (Conf),W 84-57,,12,3,4,.750,0,0,3,4,.750,.750,0,2,.000,1,1,2,1,0,0,1,4,6,2.7,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
17,17,17,2025-01-19,Missouri State,@,Indiana State,REG (Conf),W 73-57,,8,0,3,.000,0,0,0,3,.000,.000,0,0,,0,1,1,1,0,0,1,1,0,-2.5,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
18,18,18,2025-01-24,Missouri State,,Drake,REG (Conf),W 72-68 (OT),,13,4,6,.667,0,0,4,6,.667,.667,2,10,.200,2,3,5,0,1,3,1,3,10,7.4,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
19,19,19,2025-01-26,Missouri State,,Northern Iowa,REG (Conf),W 81-45,,17,5,9,.556,0,0,5,9,.556,.556,3,4,.750,1,3,4,1,1,0,2,1,13,9.2,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
20,20,20,2025-01-31,Missouri State,@,Bradley,REG (Conf),W 73-62,,15,8,10,.800,0,0,8,10,.800,.800,1,4,.250,2,1,3,1,0,3,1,3,17,14.3,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
21,21,21,2025-02-02,Missouri State,@,Illinois State,REG (Conf),L 55-66,,9,1,2,.500,0,0,1,2,.500,.500,0,0,,0,5,5,0,0,1,1,3,2,1.0,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
22,22,22,2025-02-07,Missouri State,,Indiana State,REG (Conf),W 76-61,*,27,9,13,.692,0,0,9,13,.692,.692,2,5,.400,2,7,9,0,0,3,2,4,20,15.3,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
23,23,23,2025-02-09,Missouri State,,Evansville,REG (Conf),W 86-57,,14,6,9,.667,0,0,6,9,.667,.667,5,5,1.000,2,5,7,0,0,3,0,2,17,17.3,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
24,24,24,2025-02-13,Missouri State,@,Southern Illinois,REG (Conf),W 83-48,,14,5,8,.625,0,0,5,8,.625,.625,2,3,.667,2,2,4,3,0,0,1,1,12,10.7,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
25,25,25,2025-02-16,Missouri State,,Valparaiso,REG (Conf),W 79-63,,16,5,6,.833,0,0,5,6,.833,.833,2,2,1.000,1,7,8,0,0,1,3,3,12,9.1,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
26,26,26,2025-02-20,Missouri State,@,Northern Iowa,REG (Conf),W 75-72 (OT),,17,4,9,.444,0,0,4,9,.444,.444,0,0,,1,4,5,0,0,0,1,2,8,3.4,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
27,27,27,2025-02-22,Missouri State,@,Drake,REG (Conf),W 82-79 (OT),,19,5,8,.625,0,0,5,8,.625,.625,2,2,1.000,3,3,6,1,0,1,1,1,12,11.4,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
28,28,28,2025-02-27,Missouri State,@,Murray State,REG (Conf),L 67-78,,14,4,6,.667,0,0,4,6,.667,.667,0,0,,0,0,0,0,1,0,2,3,8,3.2,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
29,29,29,2025-03-01,Missouri State,@,Belmont,REG (Conf),L 61-67,,15,1,5,.200,0,0,1,5,.200,.200,0,0,,1,0,1,0,0,0,0,5,2,-2.4,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
30,30,30,2025-03-06,Missouri State,,Illinois State,REG (Conf),W 72-47,,16,3,7,.429,0,0,3,7,.429,.429,1,2,.500,2,4,6,1,1,3,0,0,7,9.3,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
31,31,31,2025-03-08,Missouri State,,Bradley,REG (Conf),W 64-54,,14,3,7,.429,0,0,3,7,.429,.429,4,4,1.000,2,4,6,0,0,2,1,1,10,8.9,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
32,32,32,2025-03-14,Missouri State,N,Illinois–Chicago,CTOURN,W 77-70,,9,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,1,2,3,0,0,2,2,4,2,0.8,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
33,33,33,2025-03-15,Missouri State,N,Belmont,CTOURN,L 67-76,,10,0,4,.000,0,0,0,4,.000,.000,1,2,.500,1,5,6,0,0,1,0,0,1,0.7,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
34,34,34,2025-03-20,Missouri State,,Oral Roberts,WBIT,W 107-76,,12,3,6,.500,0,0,3,6,.500,.500,4,8,.500,0,0,0,0,0,0,1,3,10,3.2,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
35,35,35,2025-03-23,Missouri State,,Minnesota,WBIT,L 71-78,,12,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,1,1,2,0,1,0,0,1,2,3.3,Lainie Douglas,https://www.sports-reference.com/cbb/players/lainie-douglas-1.html,missouri-state,2024-25
