ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,21,1,2022-11-07,Boise State,,Multnomah,REG (Non-Conf),W 121-64,,14,2,4,.500,0,0,2,4,.500,.500,2,2,1.000,2,1,3,2,0,0,1,1,6,5.7,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
2,22,3,2022-11-13,Boise State,,Weber State,REG (Non-Conf),W 63-52,,3,0,0,,0,0,0,0,,,0,2,.000,0,0,0,0,0,1,0,1,0,-0.5,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
3,23,4,2022-11-17,Boise State,@,UC Davis,REG (Non-Conf),L 62-69,,5,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
4,24,6,2022-11-25,Boise State,N,North Dakota State,REG (Non-Conf),L 53-68,,5,0,0,,0,0,0,0,,,0,2,.000,0,0,0,1,0,0,1,2,0,-1.9,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
5,25,9,2022-12-04,Boise State,,Colorado,REG (Non-Conf),L 48-71,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,1,0,0,0,0,1.0,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
6,26,11,2022-12-12,Boise State,,Evergreen St.,REG (Non-Conf),W 97-31,,12,2,3,.667,0,0,2,3,.667,.667,0,0,,1,2,3,1,0,0,2,0,4,2.7,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
7,27,12,2022-12-19,Boise State,@,Texas–Rio Grande Valley,REG (Non-Conf),L 60-72,,6,0,1,.000,0,0,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
8,28,13,2022-12-20,Boise State,N,Texas A&M–Commerce,REG (Non-Conf),W 75-66,,2,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
9,29,17,2023-01-14,Boise State,@,San Diego State,REG (Conf),L 42-55,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
10,30,24,2023-02-02,Boise State,@,Nevada,REG (Conf),W 62-58,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
11,31,29,2023-02-18,Boise State,,Utah State,REG (Conf),W 89-41,,11,0,1,.000,0,0,0,1,.000,.000,0,0,,0,2,2,0,1,1,0,2,0,0.8,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
12,32,31,2023-02-28,Boise State,@,Colorado State,REG (Conf),L 51-66,,2,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Sydney McQuietor,https://www.sports-reference.com/cbb/players/sydney-mcquietor-1.html,boise-state,2022-23
