ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,13,1,2023-11-06,Duquesne,@,Princeton,REG (Non-Conf),L 57-65,,4,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,1,0,0,0,0,0,0.0,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
2,14,3,2023-11-14,Duquesne,@,Howard,REG (Non-Conf),W 65-51,,1,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,1,0,-0.1,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
3,15,5,2023-11-27,Duquesne,@,Bowling Green,REG (Non-Conf),L 66-68,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0.7,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
4,16,6,2023-12-03,Duquesne,,Delaware,REG (Non-Conf),L 57-74,,7,0,2,.000,0,0,,0,2,.000,.000,0,0,0,2,2,0,0,0,0,2,0,-1.6,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
5,17,8,2023-12-10,Duquesne,,Kent State,REG (Non-Conf),W 89-82 (2OT),,1,0,0,,0,0,,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0.7,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
6,18,9,2023-12-14,Duquesne,,Longwood,REG (Non-Conf),W 89-69,,25,4,6,.667,2,3,.667,2,3,.667,.833,0,0,1,5,6,3,1,4,3,4,10,10.9,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
7,19,10,2023-12-16,Duquesne,@,Vermont,REG (Non-Conf),L 61-77,,6,1,3,.333,1,2,.500,0,1,.000,.500,0,0,0,0,0,0,0,0,0,0,3,1.3,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
8,20,13,2023-12-30,Duquesne,@,Dayton,REG (Conf),W 70-42,,8,1,3,.333,0,1,.000,1,2,.500,.333,0,0,1,2,3,0,0,0,0,5,2,-0.4,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
9,21,17,2024-01-17,Duquesne,,St. Bonaventure,REG (Conf),W 76-67,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
10,22,20,2024-01-28,Duquesne,,Loyola Chicago,REG (Conf),W 73-57,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
11,23,23,2024-02-07,Duquesne,@,Massachusetts,REG (Conf),W 79-62,,7,1,2,.500,1,2,.500,0,0,,.750,0,0,0,1,1,0,0,0,0,0,3,2.3,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
12,24,25,2024-02-14,Duquesne,@,St. Bonaventure,REG (Conf),W 66-50,,1,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,1,0,1,0,0,0,0,0,2,2.4,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
13,25,28,2024-02-28,Duquesne,@,Richmond,REG (Conf),L 74-90,,2,0,0,,0,0,,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0.7,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
14,26,34,2024-03-28,Duquesne,@,Purdue,WNIT,L 50-71,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaitlyn Ammons,https://www.sports-reference.com/cbb/players/kaitlyn-ammons-1.html,duquesne,2023-24
