ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2023-11-06,East Carolina,@,Elon,REG (Non-Conf),W 68-37,,2,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
2,2,2,2023-11-09,East Carolina,,USC Upstate,REG (Non-Conf),W 105-35,,5,1,2,.500,0,0,1,2,.500,.500,0,0,0,0,0,0,0,0,0,0,2,1.0,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
3,3,6,2023-11-29,East Carolina,,Hampton,REG (Non-Conf),W 75-55,,1,0,0,,0,0,0,0,,,0,0,1,1,2,0,0,0,1,1,0,-0.4,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
4,4,9,2023-12-18,East Carolina,,George Mason,REG (Non-Conf),W 65-44,,1,0,2,.000,0,0,0,2,.000,.000,0,0,1,0,1,0,1,0,0,0,0,0.3,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
5,5,10,2023-12-21,East Carolina,,Charleston Southern,REG (Non-Conf),W 75-46,,2,0,0,,0,0,0,0,,,0,0,1,1,2,0,0,2,0,0,0,2.4,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
6,6,11,2023-12-30,East Carolina,,South Carolina,REG (Non-Conf),L 36-73,,2,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
7,7,12,2024-01-02,East Carolina,,UTSA,REG (Conf),W 82-54,,1,0,0,,0,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0.7,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
8,8,15,2024-01-13,East Carolina,@,Tulane,REG (Conf),L 55-81,,6,1,2,.500,0,0,1,2,.500,.500,0,0,1,1,2,0,0,0,0,0,2,2.0,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
9,9,21,2024-02-04,East Carolina,@,Wichita State,REG (Conf),W 72-51,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
10,10,23,2024-02-14,East Carolina,@,Rice,REG (Conf),L 57-75,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
11,11,28,2024-03-03,East Carolina,,Temple,REG (Conf),L 66-81,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Jaedyn Cook,https://www.sports-reference.com/cbb/players/jaedyn-cook-1.html,east-carolina,2023-24
