ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,11,1,2022-11-07,Idaho State,,Westminster (UT),REG (Non-Conf),W 62-42,,5,0,1,.000,0,0,0,1,.000,.000,0,0,,1,2,3,0,0,0,0,0,0,0.6,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
2,12,2,2022-11-12,Idaho State,@,Southern California,REG (Non-Conf),L 42-75,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,1,0,0,0,0,1.0,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
3,13,4,2022-11-20,Idaho State,@,Washington,REG (Non-Conf),L 39-56,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
4,14,5,2022-11-22,Idaho State,,Montana Tech,REG (Non-Conf),W 63-39,,6,1,3,.333,0,0,1,3,.333,.333,0,0,,1,1,2,0,0,0,0,1,2,0.9,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
5,15,6,2022-11-25,Idaho State,@,San Diego,REG (Non-Conf),L 57-58,,2,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2,1.7,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
6,16,7,2022-11-26,Idaho State,N,California Baptist,REG (Non-Conf),W 61-55,,7,0,2,.000,0,0,0,2,.000,.000,0,0,,1,2,3,1,0,0,0,1,0,0.2,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
7,17,9,2022-12-07,Idaho State,@,Utah Valley,REG (Non-Conf),W 64-48,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
8,18,10,2022-12-20,Idaho State,@,UCF,REG (Non-Conf),L 50-67,,9,0,2,.000,0,0,0,2,.000,.000,0,0,,0,2,2,1,0,0,0,1,0,-0.5,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
9,19,12,2022-12-29,Idaho State,@,Northern Arizona,REG (Conf),W 69-64,,1,0,0,,0,0,0,0,,,0,0,,0,2,2,0,0,0,0,0,0,0.6,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
10,20,13,2022-12-31,Idaho State,@,Northern Colorado,REG (Conf),W 63-42,,8,0,0,,0,0,0,0,,,0,0,,3,0,3,1,0,0,1,0,0,1.8,Sydney Bevington,https://www.sports-reference.com/cbb/players/sydney-bevington-1.html,idaho-state,2022-23
