ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,12,2022-12-30,Bowling Green,,Findlay,REG (Non-Conf),W 92-51,,6,0,0,,0,0,0,0,,,0,0,0,1,1,1,1,0,0,0,0,2.0,Emily Siesel,https://www.sports-reference.com/cbb/players/emily-siesel-1.html,bowling-green-state,2022-23
2,2,15,2023-01-11,Bowling Green,,Central Michigan,REG (Conf),W 101-68,,3,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Emily Siesel,https://www.sports-reference.com/cbb/players/emily-siesel-1.html,bowling-green-state,2022-23
3,3,22,2023-02-04,Bowling Green,,Miami (OH),REG (Conf),W 88-59,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Emily Siesel,https://www.sports-reference.com/cbb/players/emily-siesel-1.html,bowling-green-state,2022-23
4,4,23,2023-02-08,Bowling Green,@,Ohio,REG (Conf),W 81-44,,3,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,1,0,0,0,1,0,-0.4,Emily Siesel,https://www.sports-reference.com/cbb/players/emily-siesel-1.html,bowling-green-state,2022-23
5,5,31,2023-03-08,Bowling Green,N,Eastern Michigan,CTOURN,W 70-36,,2,0,0,,0,0,0,0,,,0,0,0,1,1,1,0,0,0,0,0,1.0,Emily Siesel,https://www.sports-reference.com/cbb/players/emily-siesel-1.html,bowling-green-state,2022-23
