ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,23,1,2021-11-09,San Diego State,,Cal St. L.A.,REG (Non-Conf),W 72-57,,18,3,5,.600,0,0,3,5,.600,.600,1,2,.500,0,1,1,1,1,0,0,2,7,5.5,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
2,24,2,2021-11-14,San Diego State,@,UC Irvine,REG (Non-Conf),W 68-60,,6,0,0,,0,0,0,0,,,0,0,,0,1,1,1,0,0,1,2,0,-0.8,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
3,25,3,2021-11-16,San Diego State,@,Cal State Fullerton,REG (Non-Conf),L 56-60,,13,3,4,.750,0,0,3,4,.750,.750,1,1,1.000,0,2,2,0,2,0,1,0,7,7.0,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
4,26,4,2021-11-20,San Diego State,,Georgia Southern,REG (Non-Conf),W 65-57,,13,2,3,.667,0,0,2,3,.667,.667,2,5,.400,0,4,4,0,2,0,2,0,6,4.7,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
5,27,5,2021-11-22,San Diego State,,UAB,REG (Non-Conf),W 55-51,,20,4,5,.800,0,0,4,5,.800,.800,2,3,.667,3,4,7,0,3,1,0,0,10,14.7,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
6,28,6,2021-11-26,San Diego State,@,Ole Miss,REG (Non-Conf),L 48-62,,15,1,2,.500,0,0,1,2,.500,.500,2,6,.333,0,2,2,1,0,1,2,2,4,0.6,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
7,29,7,2021-11-27,San Diego State,@,Furman,REG (Non-Conf),L 62-71,,16,2,5,.400,0,0,2,5,.400,.400,0,0,,3,4,7,1,1,0,1,2,4,4.5,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
8,30,8,2021-12-01,San Diego State,,San Diego,REG (Non-Conf),L 51-63,,16,0,4,.000,0,0,0,4,.000,.000,0,2,.000,0,3,3,1,0,0,1,1,0,-3.4,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
9,31,9,2021-12-08,San Diego State,@,California Baptist,REG (Non-Conf),W 78-77,,24,9,13,.692,0,0,9,13,.692,.692,4,5,.800,5,3,8,0,2,0,0,2,22,21.7,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
10,32,10,2021-12-17,San Diego State,,UC San Diego,REG (Non-Conf),W 65-57,,24,4,9,.444,0,0,4,9,.444,.444,1,2,.500,4,2,6,0,4,0,2,3,9,8.1,Kim Villalobos,https://www.sports-reference.com/cbb/players/kim-villalobos-1.html,san-diego-state,2021-22
