ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2021-11-09,Winthrop,@,Duke,REG (Non-Conf),L 39-95,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,3,3,0,-4.2,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
2,2,2,2021-11-13,Winthrop,@,Iona,REG (Non-Conf),L 45-67,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
3,3,3,2021-11-18,Winthrop,@,UNC Greensboro,REG (Non-Conf),L 39-69,,24,2,4,.500,2,4,.500,0,0,,.750,0,0,0,5,5,1,1,0,2,3,6,4.0,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
4,4,4,2021-11-21,Winthrop,@,Kentucky,REG (Non-Conf),L 47-92,,21,2,6,.333,1,4,.250,1,2,.500,.417,0,0,1,1,2,1,1,0,2,2,5,1.5,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
5,5,5,2021-11-24,Winthrop,,Coker,REG (Non-Conf),L 44-51,*,7,1,3,.333,0,1,.000,1,2,.500,.333,0,0,0,3,3,1,0,0,0,2,2,1.1,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
6,6,7,2021-12-01,Winthrop,,UNC Wilmington,REG (Non-Conf),L 48-55,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,1,1,0,-2.1,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
7,7,9,2021-12-12,Winthrop,,Claflin,REG (Non-Conf),W 62-56,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
8,8,10,2021-12-16,Winthrop,@,Coppin State,REG (Non-Conf),L 43-68,,11,3,4,.750,1,2,.500,2,2,1.000,.875,0,0,0,4,4,0,0,0,0,2,7,5.8,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
9,9,11,2021-12-19,Winthrop,@,Charlotte,REG (Non-Conf),L 42-78,,16,3,6,.500,3,5,.600,0,1,.000,.750,0,0,0,2,2,0,0,0,6,2,9,-0.2,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
10,10,12,2021-12-29,Winthrop,,Charleston Southern,REG (Conf),L 54-67,,26,2,7,.286,2,5,.400,0,2,.000,.429,0,0,1,4,5,2,0,0,2,3,6,2.0,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
11,11,13,2022-01-15,Winthrop,,Gardner-Webb,REG (Conf),L 51-77,*,16,3,6,.500,0,1,.000,3,5,.600,.500,0,0,0,0,0,2,1,0,1,0,6,4.4,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
12,12,20,2022-02-05,Winthrop,@,High Point,REG (Conf),L 44-86,,8,2,2,1.000,2,2,1.000,0,0,,1.500,0,0,0,1,1,2,0,0,2,1,6,4.7,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
13,13,21,2022-02-08,Winthrop,,USC Upstate,REG (Conf),L 43-73,,4,1,2,.500,1,2,.500,0,0,,.750,0,0,0,0,0,0,0,0,1,2,3,0.2,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
14,14,22,2022-02-09,Winthrop,@,USC Upstate,REG (Conf),L 47-59,,3,0,3,.000,0,2,.000,0,1,.000,.000,0,0,0,0,0,0,0,0,0,1,0,-2.5,Noble Tsumas,https://www.sports-reference.com/cbb/players/noble-tsumas-1.html,winthrop,2021-22
