ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,16,1,2021-11-09,Sacramento State,@,California,REG (Non-Conf),L 71-90,,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Kennedy Lindsey,https://www.sports-reference.com/cbb/players/kennedy-lindsey-1.html,sacramento-state,2021-22
2,17,3,2021-11-16,Sacramento State,,Sonoma St.,REG (Non-Conf),W 76-53,,7,0,2,.000,0,2,.000,0,0,.000,2,2,1.000,0,0,0,0,0,0,0,1,2,0.2,Kennedy Lindsey,https://www.sports-reference.com/cbb/players/kennedy-lindsey-1.html,sacramento-state,2021-22
3,18,5,2021-11-23,Sacramento State,,UC Davis,REG (Non-Conf),L 46-75,,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Kennedy Lindsey,https://www.sports-reference.com/cbb/players/kennedy-lindsey-1.html,sacramento-state,2021-22
4,19,21,2022-02-05,Sacramento State,,Portland State,REG (Conf),W 73-62,,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,Kennedy Lindsey,https://www.sports-reference.com/cbb/players/kennedy-lindsey-1.html,sacramento-state,2021-22
