ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,26,1,2021-11-09,Sacramento State,@,California,REG (Non-Conf),L 71-90,*,30,2,5,.400,2,5,.400,0,0,,.600,0,0,0,2,2,1,0,0,1,1,6,3.2,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
2,27,2,2021-11-14,Sacramento State,,San Jose State,REG (Non-Conf),W 75-65,*,40,3,8,.375,3,8,.375,0,0,,.563,0,0,0,6,6,3,1,0,0,3,9,8.3,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
3,28,3,2021-11-16,Sacramento State,,Sonoma St.,REG (Non-Conf),W 76-53,*,24,1,3,.333,1,3,.333,0,0,,.500,0,0,0,5,5,0,1,0,0,0,3,3.8,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
4,29,4,2021-11-20,Sacramento State,,Seattle,REG (Non-Conf),L 67-71,*,30,2,5,.400,2,5,.400,0,0,,.600,0,0,0,1,1,0,2,0,1,3,6,3.4,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
5,30,5,2021-11-23,Sacramento State,,UC Davis,REG (Non-Conf),L 46-75,*,23,1,2,.500,1,2,.500,0,0,,.750,0,0,0,5,5,0,1,0,1,0,3,3.5,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
6,31,6,2021-11-27,Sacramento State,@,Illinois State,REG (Non-Conf),W 65-63,*,32,4,7,.571,4,6,.667,0,1,.000,.857,0,0,0,2,2,1,0,0,0,1,12,9.6,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
7,32,7,2021-11-28,Sacramento State,@,UC Irvine,REG (Non-Conf),L 51-58,*,36,4,8,.500,4,7,.571,0,1,.000,.750,0,0,0,0,0,1,0,0,1,2,12,6.9,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
8,33,8,2021-12-02,Sacramento State,@,Montana,REG (Conf),L 59-75,*,28,0,2,.000,0,2,.000,0,0,,.000,0,0,0,1,1,1,0,1,0,2,0,-0.5,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
9,34,9,2021-12-04,Sacramento State,@,Montana State,REG (Conf),L 69-76,*,37,4,8,.500,4,8,.500,0,0,,.750,0,0,1,0,1,1,1,0,2,4,12,6.8,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
10,35,10,2021-12-08,Sacramento State,@,Cal State Bakersfield,REG (Non-Conf),W 60-50,*,40,3,6,.500,3,6,.500,0,0,,.750,0,0,0,4,4,2,0,0,1,1,9,7.2,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
11,36,11,2021-12-18,Sacramento State,@,UC Santa Barbara,REG (Non-Conf),L 58-66,*,25,1,3,.333,1,3,.333,0,0,,.500,0,0,0,1,1,0,2,0,1,4,3,1.0,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
12,37,12,2021-12-30,Sacramento State,,Southern Utah,REG (Conf),L 70-80,*,26,0,2,.000,0,2,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,4,0,-2.7,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
13,38,13,2022-01-10,Sacramento State,,Northern Arizona,REG (Conf),L 57-68,*,13,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-1.4,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
14,39,14,2022-01-15,Sacramento State,@,Portland State,REG (Conf),W 70-58,*,12,1,2,.500,1,2,.500,0,0,,.750,0,0,0,0,0,1,0,0,1,0,3,1.7,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
15,40,15,2022-01-20,Sacramento State,,Eastern Washington,REG (Conf),W 59-49,*,14,0,1,.000,0,1,.000,0,0,,.000,0,0,0,2,2,0,0,0,0,2,0,-0.9,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
16,41,16,2022-01-22,Sacramento State,,Idaho,REG (Conf),W 76-73 (OT),*,8,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
17,42,17,2022-01-24,Sacramento State,,Northern Colorado,REG (Conf),W 69-62,*,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
18,43,18,2022-01-27,Sacramento State,@,Idaho State,REG (Conf),W 73-57,,4,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
19,44,19,2022-01-29,Sacramento State,@,Weber State,REG (Conf),L 76-79,,17,1,4,.250,1,4,.250,0,0,,.375,0,0,0,0,0,1,0,1,0,1,3,1.6,Jessica Rios,https://www.sports-reference.com/cbb/players/jessica-rios-1.html,sacramento-state,2021-22
