ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,38,6,2023-11-30,Loyola Marymount,,Denver,REG (Non-Conf),W 79-61,,3,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
2,39,8,2023-12-06,Loyola Marymount,@,Montana,REG (Non-Conf),L 68-82,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
3,40,9,2023-12-10,Loyola Marymount,,The Master's,REG (Non-Conf),W 58-46,,3,1,2,.500,0,0,1,2,.500,.500,0,0,0,1,1,0,0,0,0,0,2,1.3,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
4,41,12,2023-12-30,Loyola Marymount,@,Lamar,REG (Non-Conf),L 58-61,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
5,42,15,2024-01-11,Loyola Marymount,@,Pacific,REG (Conf),L 54-75,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
6,43,16,2024-01-13,Loyola Marymount,@,St. Mary's (CA),REG (Conf),W 66-48,,5,0,0,,0,0,0,0,,,0,0,0,1,1,0,1,0,1,1,0,-0.1,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
7,44,17,2024-01-18,Loyola Marymount,,Gonzaga,REG (Conf),L 48-72,,5,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,1,0,2,0,0.6,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
8,45,19,2024-01-25,Loyola Marymount,@,San Francisco,REG (Conf),L 48-61,,4,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,1,0,2,0.7,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
9,46,20,2024-01-27,Loyola Marymount,,Pepperdine,REG (Conf),W 75-59,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
10,47,21,2024-02-01,Loyola Marymount,,Santa Clara,REG (Conf),L 49-63,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ava Toone,https://www.sports-reference.com/cbb/players/ava-toone-1.html,loyola-marymount,2023-24
