ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2023-11-06,St. John's (NY),,LIU,REG (Non-Conf),W 81-44,,5,0,0,,0,0,0,0,,,0,0,1,1,2,0,0,0,1,1,0,-0.4,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
2,2,8,2023-11-29,St. John's (NY),,Loyola (MD),REG (Non-Conf),W 71-49,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
3,3,13,2023-12-21,St. John's (NY),@,Yale,REG (Non-Conf),W 75-56,,6,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,2,2,0,0,0,1,0,2,1.3,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
4,4,15,2024-01-03,St. John's (NY),,Marquette,REG (Conf),W 57-56,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
5,5,17,2024-01-09,St. John's (NY),@,Xavier,REG (Conf),W 60-42,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
6,6,18,2024-01-13,St. John's (NY),,Connecticut,REG (Conf),L 49-92,,5,0,2,.000,0,0,0,2,.000,.000,0,0,1,0,1,0,2,0,1,1,0,-0.1,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
7,7,24,2024-02-04,St. John's (NY),@,Connecticut,REG (Conf),L 63-78,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
8,8,29,2024-02-24,St. John's (NY),,Providence,REG (Conf),W 60-42,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
9,9,30,2024-02-27,St. John's (NY),@,Marquette,REG (Conf),W 56-50,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
10,10,32,2024-03-21,St. John's (NY),@,Florida,WBIT,W 79-60,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
11,11,33,2024-03-24,St. John's (NY),@,Toledo,WBIT,L 71-72,,16,2,3,.667,0,0,2,3,.667,.667,0,0,1,2,3,1,0,0,1,1,4,3.3,Neveah Wingate,https://www.sports-reference.com/cbb/players/neveah-wingate-1.html,st-johns-ny,2023-24
