ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-07,Saint Joseph's,,Bucknell,REG (Non-Conf),W 66-49,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
2,2,2,2022-11-11,Saint Joseph's,,Yale,REG (Non-Conf),W 59-54,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
3,3,6,2022-11-27,Saint Joseph's,@,North Florida,REG (Non-Conf),W 79-56,,8,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,1,1,0,2,1,0,-1.4,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
4,4,10,2022-12-10,Saint Joseph's,@,Villanova,REG (Non-Conf),L 59-82,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
5,5,11,2022-12-20,Saint Joseph's,,Wright State,REG (Non-Conf),W 70-62,,3,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
6,6,15,2023-01-07,Saint Joseph's,,Saint Louis,REG (Conf),W 71-47,,5,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,1,0,0,-1.4,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
7,7,16,2023-01-10,Saint Joseph's,,Loyola Chicago,REG (Conf),W 58-36,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
8,8,17,2023-01-14,Saint Joseph's,@,Massachusetts,REG (Conf),L 56-58,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
9,9,20,2023-01-25,Saint Joseph's,,St. Bonaventure,REG (Conf),W 92-61,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
10,10,23,2023-02-08,Saint Joseph's,,VCU,REG (Conf),W 67-45,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Kaylie Griffin,https://www.sports-reference.com/cbb/players/kaylie-griffin-1.html,saint-josephs,2022-23
