ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,8,1,2023-11-06,Lehigh,,East Stroudsburg St.,REG (Non-Conf),W 78-42,,8,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,1,0,0,0.0,Katie Hurt,https://www.sports-reference.com/cbb/players/katie-hurt-1.html,lehigh,2023-24
2,9,4,2023-11-17,Lehigh,,Yale,REG (Non-Conf),W 90-75,,0,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,0,0,0.3,Katie Hurt,https://www.sports-reference.com/cbb/players/katie-hurt-1.html,lehigh,2023-24
3,10,9,2023-12-07,Lehigh,,La Salle,REG (Non-Conf),W 106-60,,4,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,0,0,0,0,1,3,2.3,Katie Hurt,https://www.sports-reference.com/cbb/players/katie-hurt-1.html,lehigh,2023-24
4,11,16,2024-01-17,Lehigh,,Navy,REG (Conf),W 81-65,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Katie Hurt,https://www.sports-reference.com/cbb/players/katie-hurt-1.html,lehigh,2023-24
5,12,20,2024-01-31,Lehigh,@,Navy,REG (Conf),L 46-62,,1,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,0,0,0.3,Katie Hurt,https://www.sports-reference.com/cbb/players/katie-hurt-1.html,lehigh,2023-24
6,13,24,2024-02-18,Lehigh,@,Loyola (MD),REG (Conf),L 76-93,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Katie Hurt,https://www.sports-reference.com/cbb/players/katie-hurt-1.html,lehigh,2023-24
7,14,29,2024-03-06,Lehigh,@,Army,REG (Conf),W 64-51,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Katie Hurt,https://www.sports-reference.com/cbb/players/katie-hurt-1.html,lehigh,2023-24
