ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,19,2025-01-18,Loyola Chicago,@,Saint Louis,REG (Conf),W 66-63,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
2,2,20,2025-01-23,Loyola Chicago,,Richmond,REG (Conf),L 45-85,,16,1,3,.333,1,2,.500,0,1,.000,.500,0,0,0,1,1,0,0,0,2,1,3,-0.8,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
3,3,21,2025-01-26,Loyola Chicago,@,Rhode Island,REG (Conf),L 49-67,,4,0,0,,0,0,,0,0,,,0,0,1,1,2,0,0,0,0,0,0,1.0,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
4,4,22,2025-01-29,Loyola Chicago,,Dayton,REG (Conf),L 64-67,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0.3,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
5,5,23,2025-02-05,Loyola Chicago,@,Davidson,REG (Conf),L 51-68,,5,0,0,,0,0,,0,0,,,0,0,0,2,2,0,0,2,0,0,0,2.0,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
6,6,24,2025-02-09,Loyola Chicago,@,Saint Joseph's,REG (Conf),L 45-83,*,11,0,2,.000,0,0,,0,2,.000,.000,0,0,0,0,0,0,0,0,2,3,0,-4.6,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
7,7,25,2025-02-12,Loyola Chicago,,George Washington,REG (Conf),L 41-53,,8,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,0,1,1,1,0,0,1,3,3,0.8,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
8,8,26,2025-02-15,Loyola Chicago,,Duquesne,REG (Conf),L 70-75,,2,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
9,9,27,2025-02-19,Loyola Chicago,@,Massachusetts,REG (Conf),L 62-87,,9,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,1,5,6,0,0,1,1,0,2,3.6,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
10,10,28,2025-02-26,Loyola Chicago,@,VCU,REG (Conf),W 52-50,,5,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,1,1,2,0,1,1,1,1,4,4.7,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
11,11,29,2025-03-01,Loyola Chicago,,Saint Louis,REG (Conf),W 63-62,,6,0,1,.000,0,1,.000,0,0,,.000,0,0,0,2,2,1,0,1,0,0,0,1.3,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
12,12,30,2025-03-05,Loyola Chicago,N,George Washington,CTOURN,L 44-65,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Roisin Grandberry,https://www.sports-reference.com/cbb/players/roisin-grandberry-1.html,loyola-il,2024-25
