ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2023-11-06,LIU,@,St. John's (NY),REG (Non-Conf),L 44-81,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1.0,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
2,2,2,2023-11-08,LIU,@,Minnesota,REG (Non-Conf),L 57-92,,1,0,0,,0,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0.7,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
3,3,3,2023-11-12,LIU,@,Iona,REG (Non-Conf),L 59-80,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
4,4,6,2023-11-25,LIU,,Hampton,REG (Non-Conf),W 60-53,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
5,5,14,2024-01-13,LIU,,Sacred Heart,REG (Conf),L 56-67,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
6,6,15,2024-01-15,LIU,@,Chicago State,REG (Non-Conf),W 66-58,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
7,7,18,2024-01-25,LIU,@,Sacred Heart,REG (Conf),L 55-70,,3,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,1,0,0,2,0,-0.5,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
8,8,24,2024-02-15,LIU,@,FDU,REG (Conf),L 53-84,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
9,9,27,2024-02-24,LIU,,Wagner,REG (Conf),W 70-65 (OT),,2,0,1,.000,0,0,0,1,.000,.000,0,0,2,1,3,0,0,0,0,0,0,1.0,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
10,10,28,2024-02-29,LIU,,Central Connecticut State,REG (Conf),L 56-65,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
11,11,29,2024-03-07,LIU,@,Stonehill,REG (Conf),W 74-65,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Racky Kane,https://www.sports-reference.com/cbb/players/racky-kane-1.html,long-island-university,2023-24
