ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,19,1,2021-11-09,Grambling State,,Louisiana–Monroe,REG (Non-Conf),W 69-61,,4,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,2,0,0,-1.7,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
2,20,4,2021-11-21,Grambling State,@,Florida State,REG (Non-Conf),L 53-76,,6,0,0,,0,0,0,0,,,0,0,1,1,2,1,0,0,3,1,0,-1.7,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
3,21,5,2021-11-27,Grambling State,@,Kansas City,REG (Non-Conf),L 55-78,,9,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,2,2,2,-1.1,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
4,22,6,2021-11-28,Grambling State,@,UNLV,REG (Non-Conf),L 49-89,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
5,23,8,2021-12-11,Grambling State,@,Wichita State,REG (Non-Conf),L 47-77,,9,1,2,.500,0,0,1,2,.500,.500,0,0,0,0,0,0,0,0,4,2,2,-3.8,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
6,24,10,2021-12-21,Grambling State,@,UAB,REG (Non-Conf),L 43-77,,5,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,1,1,0,-1.1,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
7,25,19,2022-01-29,Grambling State,@,Jackson State,REG (Conf),L 68-81,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
8,26,28,2022-03-05,Grambling State,@,Alabama State,REG (Conf),W 64-56,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
9,27,29,2022-03-09,Grambling State,@,Alabama A&M,CTOURN,W 62-54,,2,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,1,1,0,-2.1,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
10,28,30,2022-03-11,Grambling State,@,Alabama State,CTOURN,L 59-74,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Donalyn Johnson,https://www.sports-reference.com/cbb/players/donalyn-johnson-1.html,grambling,2021-22
