ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,2,2,2023-11-10,Air Force,@,Houston,REG (Non-Conf),L 61-99,,6,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,2,1,0,-2.4,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
2,3,3,2023-11-14,Air Force,,Regis (CO),REG (Non-Conf),W 78-68,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
3,4,4,2023-11-17,Air Force,,Army,REG (Non-Conf),W 83-61,,3,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0.3,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
4,5,7,2023-11-26,Air Force,N,Idaho State,REG (Non-Conf),L 52-55,,11,0,2,.000,0,0,0,2,.000,.000,3,4,.750,1,1,2,0,1,1,0,2,3,3.1,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
5,6,8,2023-12-02,Air Force,,Colorado,REG (Non-Conf),L 58-74,,6,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
6,7,9,2023-12-05,Air Force,,UC-Colo. Springs,REG (Non-Conf),W 61-56,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
7,8,11,2023-12-16,Air Force,,Weber State,REG (Non-Conf),W 70-58,,5,0,1,.000,0,0,0,1,.000,.000,0,0,,0,1,1,0,1,0,0,0,0,0.6,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
8,9,12,2023-12-19,Air Force,@,Clemson,REG (Non-Conf),L 54-70,,1,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
9,10,13,2023-12-21,Air Force,@,SMU,REG (Non-Conf),L 44-75,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
10,11,17,2024-01-10,Air Force,@,Nevada,REG (Conf),W 75-71,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
11,12,18,2024-01-13,Air Force,,UNLV,REG (Conf),L 64-76,,12,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,1,0,0,2,1,0,-2.4,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
12,13,19,2024-01-17,Air Force,@,Colorado State,REG (Conf),L 67-81,,5,1,2,.500,0,0,1,2,.500,.500,0,0,,0,0,0,0,0,0,0,0,2,1.0,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
13,14,20,2024-01-24,Air Force,@,Wyoming,REG (Conf),L 63-66,,9,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,1,0,1,0,0,0,0.7,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
14,15,21,2024-01-27,Air Force,,New Mexico,REG (Conf),L 51-66,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
15,16,22,2024-01-31,Air Force,,Colorado State,REG (Conf),W 59-49,,2,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0.3,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
16,17,23,2024-02-03,Air Force,@,San Jose State,REG (Conf),W 78-56,,5,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
17,18,25,2024-02-10,Air Force,@,Utah State,REG (Conf),W 78-72,,0,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
18,19,30,2024-02-28,Air Force,,Utah State,REG (Conf),W 85-46,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Parker Brown,https://www.sports-reference.com/cbb/players/parker-brown-1.html,air-force,2023-24
