ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-07,Arizona State,,Northern Arizona,REG (Non-Conf),W 69-68,,20,4,8,.500,0,0,4,8,.500,.500,1,2,.500,5,6,11,0,0,1,2,1,9,8.2,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
2,2,2,2022-11-11,Arizona State,,Grambling State,REG (Non-Conf),W 62-49,,19,0,3,.000,0,0,0,3,.000,.000,0,0,,1,1,2,0,0,0,1,1,0,-2.5,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
3,3,3,2022-11-15,Arizona State,@,Montana State,REG (Non-Conf),W 79-64,,21,2,2,1.000,0,0,2,2,1.000,1.000,0,0,,0,4,4,0,3,0,3,4,4,3.0,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
4,4,4,2022-11-20,Arizona State,@,New Mexico,REG (Non-Conf),W 83-77 (OT),,18,2,5,.400,0,0,2,5,.400,.400,0,0,,1,3,4,0,0,0,0,3,4,1.7,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
5,5,5,2022-11-25,Arizona State,N,American,REG (Non-Conf),W 70-61,,27,5,9,.556,0,0,5,9,.556,.556,0,0,,7,1,8,2,0,1,0,2,10,12.2,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
6,6,6,2022-11-26,Arizona State,N,Notre Dame,REG (Non-Conf),L 65-85,,21,3,3,1.000,0,0,3,3,1.000,1.000,0,0,,2,5,7,0,0,0,0,2,6,7.2,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
7,7,7,2022-11-30,Arizona State,@,Grand Canyon,REG (Non-Conf),W 80-72,*,21,5,6,.833,0,0,5,6,.833,.833,0,0,,2,3,5,0,0,0,2,2,10,7.3,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
8,8,8,2022-12-02,Arizona State,,Massachusetts,REG (Non-Conf),L 64-88,,17,1,4,.250,0,0,1,4,.250,.250,1,3,.333,3,4,7,1,0,1,1,2,3,2.7,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
9,9,9,2022-12-04,Arizona State,,Missouri,REG (Non-Conf),L 60-71,,29,2,7,.286,0,0,2,7,.286,.286,1,2,.500,2,7,9,2,1,1,1,3,5,4.9,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
10,10,10,2022-12-11,Arizona State,@,Stephen F. Austin,REG (Non-Conf),L 60-75,,21,2,3,.667,0,0,2,3,.667,.667,0,0,,0,7,7,1,1,0,0,2,4,5.7,Meg Newman,https://www.sports-reference.com/cbb/players/meg-newman-1.html,arizona-state,2022-23
