ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,15,1,2024-11-04,Rhode Island,,Stonehill,REG (Non-Conf),W 68-45,,8,1,5,.200,0,2,.000,1,3,.333,.200,0,0,1,1,2,0,0,1,0,0,2,0.6,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
2,16,2,2024-11-08,Rhode Island,@,Albany (NY),REG (Non-Conf),L 57-67,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
3,17,3,2024-11-10,Rhode Island,@,Le Moyne,REG (Non-Conf),W 76-51,,9,0,1,.000,0,1,.000,0,0,,.000,0,0,1,3,4,0,0,0,0,1,0,0.5,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
4,18,6,2024-11-20,Rhode Island,@,UMass Lowell,REG (Non-Conf),W 81-35,,5,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,2,2,0,0,0,0,0,0,-0.8,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
5,19,10,2024-12-04,Rhode Island,,Providence,REG (Non-Conf),L 45-48,,4,1,2,.500,1,2,.500,0,0,,.750,0,0,0,0,0,0,0,0,0,0,3,2.0,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
6,20,11,2024-12-07,Rhode Island,@,Harvard,REG (Non-Conf),L 48-60,,8,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
7,21,12,2024-12-11,Rhode Island,@,Princeton,REG (Non-Conf),L 54-66,,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,1,2,1.3,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
8,22,13,2024-12-20,Rhode Island,,Saint Francis (PA),REG (Non-Conf),W 77-37,,16,2,6,.333,2,4,.500,0,2,.000,.500,0,0,2,0,2,1,2,0,1,1,6,5.3,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
9,23,14,2024-12-29,Rhode Island,,Saint Louis,REG (Conf),W 83-63,,10,1,5,.200,1,5,.200,0,0,,.300,0,0,1,0,1,1,0,0,1,0,3,0.3,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
10,24,15,2025-01-02,Rhode Island,@,St. Bonaventure,REG (Conf),W 82-48,,15,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,0,2,2,0,0,0,1,1,2,-0.5,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
11,25,16,2025-01-08,Rhode Island,@,Davidson,REG (Conf),L 55-65,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
12,26,17,2025-01-12,Rhode Island,,George Mason,REG (Conf),L 65-71,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
13,27,19,2025-01-19,Rhode Island,@,Duquesne,REG (Conf),L 64-77,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
14,28,21,2025-01-26,Rhode Island,,Loyola Chicago,REG (Conf),W 67-49,,2,0,2,.000,0,0,,0,2,.000,.000,0,0,0,1,1,0,0,0,0,1,0,-1.5,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
15,29,23,2025-02-02,Rhode Island,@,Richmond,REG (Conf),L 56-79,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
16,30,24,2025-02-05,Rhode Island,,Duquesne,REG (Conf),W 59-57,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
17,31,25,2025-02-08,Rhode Island,,Dayton,REG (Conf),W 57-36,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,0,1,1,0,1,0,1,0,0,-0.4,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
18,32,27,2025-02-15,Rhode Island,,La Salle,REG (Conf),W 77-54,,4,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,0,1,1,0,0,0,1,0,2,0.3,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
19,33,30,2025-02-26,Rhode Island,@,Saint Louis,REG (Conf),L 63-67,,3,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,0,1,1,0,1,0,0,1,3,2.9,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
20,34,31,2025-03-01,Rhode Island,,George Washington,REG (Conf),L 46-54,,7,1,3,.333,1,2,.500,0,1,.000,.500,0,0,0,0,0,0,0,0,0,0,3,1.3,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
21,35,32,2025-03-06,Rhode Island,N,George Washington,CTOURN,W 52-41,,3,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,1,1,0,-1.1,Katie Ledden,https://www.sports-reference.com/cbb/players/katie-ledden-1.html,rhode-island,2024-25
