ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,18,1,2024-11-04,Miami (OH),,Appalachian State,REG (Non-Conf),W 75-48,,10,3,7,.429,3,6,.500,0,1,.000,.643,0,0,0,1,1,0,0,0,2,1,9,3.2,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
2,19,2,2024-11-10,Miami (OH),@,Xavier,REG (Non-Conf),L 66-71,,10,0,2,.000,0,2,.000,0,0,,.000,0,0,0,1,1,1,0,0,1,2,0,-2.2,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
3,20,3,2024-11-14,Miami (OH),,Tiffin,REG (Non-Conf),W 84-53,,23,4,12,.333,4,11,.364,0,1,.000,.500,0,0,1,5,6,1,1,0,1,0,12,8.1,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
4,21,4,2024-11-17,Miami (OH),,Austin Peay,REG (Non-Conf),W 59-52,,8,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,1,1,0,-2.8,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
5,22,5,2024-11-22,Miami (OH),,Hiram,REG (Non-Conf),W 97-41,,14,1,6,.167,1,6,.167,0,0,,.250,0,0,0,1,1,1,0,0,1,0,3,-0.8,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
6,23,6,2024-12-01,Miami (OH),@,Western Kentucky,REG (Non-Conf),L 60-79,,11,1,2,.500,1,2,.500,0,0,,.750,0,0,0,0,0,0,1,0,0,0,3,3.0,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
7,24,7,2024-12-05,Miami (OH),@,Dayton,REG (Non-Conf),W 60-43,,7,0,2,.000,0,2,.000,0,0,,.000,0,0,1,1,2,0,1,0,1,1,0,-0.8,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
8,25,8,2024-12-17,Miami (OH),,Purdue,REG (Non-Conf),L 51-67,,18,2,4,.500,2,4,.500,0,0,,.750,0,0,0,0,0,1,0,0,0,0,6,4.7,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
9,26,9,2024-12-20,Miami (OH),N,George Washington,REG (Non-Conf),W 74-49,,13,2,2,1.000,2,2,1.000,0,0,,1.500,0,0,0,1,1,0,0,0,0,1,6,5.3,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
10,27,10,2024-12-21,Miami (OH),@,Florida International,REG (Non-Conf),W 62-55,,15,1,5,.200,0,3,.000,1,2,.500,.200,0,0,0,1,1,0,2,0,1,1,2,-0.2,Lakresha Edwards,https://www.sports-reference.com/cbb/players/lakresha-edwards-1.html,miami-oh,2024-25
