ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2024-11-04,Tennessee Tech,,Emory & Henry,REG (Non-Conf),W 82-54,,5,1,2,.500,0,0,1,2,.500,.500,0,0,3,1,4,0,0,0,1,1,2,2.0,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
2,2,4,2024-11-14,Tennessee Tech,,Jackson State,REG (Non-Conf),W 84-56,,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,3,0,0,-3.0,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
3,3,9,2024-12-06,Tennessee Tech,,Cumberlands (KY),REG (Non-Conf),W 82-58,,2,0,1,.000,0,0,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
4,4,10,2024-12-17,Tennessee Tech,@,Western Illinois,REG (Conf),W 72-52,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
5,5,13,2025-01-04,Tennessee Tech,,Morehead State,REG (Conf),W 76-63,,1,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
6,6,14,2025-01-09,Tennessee Tech,@,Eastern Illinois,REG (Conf),L 40-71,,2,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
7,7,22,2025-02-06,Tennessee Tech,,SIU Edwardsville,REG (Conf),W 80-54,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,0,2,1.7,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
8,8,25,2025-02-15,Tennessee Tech,@,Southeast Missouri State,REG (Conf),W 78-50,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
9,9,27,2025-02-22,Tennessee Tech,,Tennessee State,REG (Conf),W 84-71,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
10,10,29,2025-03-01,Tennessee Tech,,Lindenwood,REG (Conf),W 77-59,,1,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Maddy Newman,https://www.sports-reference.com/cbb/players/maddy-newman-1.html,tennessee-tech,2024-25
