ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2024-11-06,Purdue,,Purdue Fort Wayne,REG (Non-Conf),W 87-77,,13,5,6,.833,0,0,5,6,.833,.833,1,2,.500,0,1,1,1,0,1,0,2,11,9.3,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
2,2,2,2024-11-10,Purdue,,Notre Dame,REG (Non-Conf),L 58-102,,14,1,4,.250,0,0,1,4,.250,.250,0,0,,1,3,4,1,1,1,0,4,2,2.0,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
3,3,3,2024-11-14,Purdue,,IU Indy,REG (Non-Conf),W 83-64,,20,2,6,.333,0,0,2,6,.333,.333,0,2,.000,3,4,7,2,1,0,2,4,4,1.9,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
4,4,4,2024-11-18,Purdue,,Bellarmine,REG (Non-Conf),W 78-67,,14,2,4,.500,0,0,2,4,.500,.500,1,1,1.000,1,3,4,1,0,0,3,2,5,1.5,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
5,5,5,2024-11-24,Purdue,,UT Arlington,REG (Non-Conf),W 73-55,,17,4,5,.800,0,0,4,5,.800,.800,2,3,.667,3,1,4,0,0,1,0,2,10,10.0,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
6,6,6,2024-11-28,Purdue,N,Middle Tennessee,REG (Non-Conf),L 49-54,,14,3,4,.750,0,0,3,4,.750,.750,0,0,,3,3,6,0,0,0,1,2,6,5.6,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
7,7,7,2024-11-30,Purdue,N,South Carolina,REG (Non-Conf),L 51-99,,16,0,2,.000,0,0,0,2,.000,.000,0,0,,1,4,5,0,0,1,3,1,0,-2.2,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
8,8,8,2024-12-04,Purdue,,Maine,REG (Non-Conf),W 60-51,,15,1,2,.500,0,0,1,2,.500,.500,1,2,.500,1,1,2,0,1,0,2,4,3,0.0,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
9,9,9,2024-12-07,Purdue,,Maryland,REG (Conf),L 69-78,,22,4,6,.667,0,0,4,6,.667,.667,2,2,1.000,2,3,5,1,0,0,2,4,10,6.8,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
10,10,10,2024-12-14,Purdue,,Kentucky,REG (Non-Conf),L 52-82,,18,2,6,.333,0,0,2,6,.333,.333,0,0,,2,3,5,0,0,1,1,2,4,1.8,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
11,11,11,2024-12-17,Purdue,@,Miami (OH),REG (Non-Conf),W 67-51,,26,3,4,.750,0,0,3,4,.750,.750,2,2,1.000,0,3,3,2,0,1,2,1,8,7.0,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
12,12,12,2024-12-21,Purdue,,Indiana State,REG (Non-Conf),W 87-68,,15,2,6,.333,0,0,2,6,.333,.333,3,6,.500,2,1,3,0,0,0,2,1,7,1.7,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
13,13,13,2024-12-29,Purdue,@,Iowa,REG (Conf),L 63-84,,13,1,2,.500,0,0,1,2,.500,.500,0,0,,0,2,2,1,0,0,3,3,2,-1.9,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
14,14,14,2025-01-01,Purdue,@,Michigan State,REG (Conf),L 59-77,,17,4,8,.500,0,0,4,8,.500,.500,0,0,,2,4,6,1,0,0,0,4,8,5.7,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
15,15,15,2025-01-07,Purdue,,UCLA,REG (Conf),L 49-83,,13,1,3,.333,0,0,1,3,.333,.333,1,2,.500,0,0,0,1,2,0,1,5,3,0.6,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
16,16,16,2025-01-11,Purdue,,Michigan,REG (Conf),L 60-87,*,24,4,6,.667,0,0,4,6,.667,.667,2,4,.500,2,0,2,2,0,0,3,3,10,5.2,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
17,17,17,2025-01-15,Purdue,@,Oregon,REG (Conf),L 53-69,,12,1,3,.333,0,0,1,3,.333,.333,0,0,,2,0,2,1,0,0,2,3,2,-0.8,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
18,18,18,2025-01-18,Purdue,@,Washington,REG (Conf),L 58-87,,16,3,4,.750,0,0,3,4,.750,.750,1,2,.500,1,2,3,0,0,1,3,2,7,3.2,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
19,19,19,2025-01-22,Purdue,,Southern California,REG (Conf),L 37-79,,25,5,10,.500,0,0,5,10,.500,.500,0,0,,1,2,3,1,0,0,1,2,10,5.2,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
20,20,20,2025-01-27,Purdue,@,Illinois,REG (Conf),L 38-74,,21,5,12,.417,0,0,5,12,.417,.417,0,0,,2,2,4,1,1,0,2,1,10,4.9,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
21,21,21,2025-01-30,Purdue,,Nebraska,REG (Conf),L 68-74,,22,2,6,.333,0,0,2,6,.333,.333,1,2,.500,1,3,4,0,0,0,1,4,5,0.2,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
22,22,22,2025-02-02,Purdue,,Wisconsin,REG (Conf),W 84-71,,22,8,10,.800,0,0,8,10,.800,.800,2,3,.667,0,4,4,1,0,1,2,4,18,12.8,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
23,23,23,2025-02-09,Purdue,@,Rutgers,REG (Conf),L 69-78,,18,6,6,1.000,0,0,6,6,1.000,1.000,0,0,,3,2,5,0,1,1,0,5,12,12.6,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
24,24,24,2025-02-12,Purdue,,Northwestern,REG (Conf),W 75-60,,19,7,9,.778,0,0,7,9,.778,.778,0,0,,2,3,5,1,1,2,1,4,14,13.3,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
25,25,25,2025-02-15,Purdue,@,Indiana,REG (Conf),L 56-78,,22,7,14,.500,0,0,7,14,.500,.500,1,1,1.000,3,5,8,0,2,0,6,4,15,6.0,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
26,26,26,2025-02-19,Purdue,,Minnesota,REG (Conf),L 61-74,,24,8,11,.727,0,0,8,11,.727,.727,0,0,,0,5,5,0,2,0,1,3,16,12.8,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
27,27,27,2025-02-23,Purdue,@,Ohio State,REG (Conf),L 46-98,,28,3,7,.429,0,0,3,7,.429,.429,1,2,.500,0,5,5,1,0,1,0,2,7,5.0,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
28,28,28,2025-02-27,Purdue,@,Penn State,REG (Conf),W 92-85,,8,0,2,.000,0,0,0,2,.000,.000,0,0,,0,0,0,0,1,0,0,0,0,-0.4,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
29,29,29,2025-03-02,Purdue,,Indiana,REG (Conf),L 57-77,,6,0,2,.000,0,0,0,2,.000,.000,0,0,,0,1,1,0,0,0,1,1,0,-2.5,Kendall Puryear,https://www.sports-reference.com/cbb/players/kendall-puryear-1.html,purdue,2024-25
