ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,8,3,2021-11-14,Minnesota,,George Washington,REG (Non-Conf),W 48-32,,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7,Erin Hedman,https://www.sports-reference.com/cbb/players/erin-hedman-1.html,minnesota,2021-22
2,9,4,2021-11-17,Minnesota,,American,REG (Non-Conf),W 73-56,,2,1,1,1.000,1,1,1.000,0,0,1.500,0,0,,1,0,1,0,0,0,0,0,3,3.4,Erin Hedman,https://www.sports-reference.com/cbb/players/erin-hedman-1.html,minnesota,2021-22
3,10,5,2021-11-20,Minnesota,@,Connecticut,REG (Non-Conf),L 58-88,,2,0,1,.000,0,1,.000,0,0,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Erin Hedman,https://www.sports-reference.com/cbb/players/erin-hedman-1.html,minnesota,2021-22
4,11,8,2021-11-26,Minnesota,,Bradley,REG (Non-Conf),W 73-54,,2,0,2,.000,0,2,.000,0,0,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,Erin Hedman,https://www.sports-reference.com/cbb/players/erin-hedman-1.html,minnesota,2021-22
5,12,9,2021-11-28,Minnesota,,UTSA,REG (Non-Conf),W 81-52,,6,1,2,.500,1,2,.500,0,0,.750,2,4,.500,2,1,3,0,0,0,2,1,5,2.5,Erin Hedman,https://www.sports-reference.com/cbb/players/erin-hedman-1.html,minnesota,2021-22
6,13,21,2022-01-27,Minnesota,@,Purdue,REG (Conf),L 66-80,,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Erin Hedman,https://www.sports-reference.com/cbb/players/erin-hedman-1.html,minnesota,2021-22
7,14,28,2022-02-20,Minnesota,@,Nebraska,REG (Conf),L 70-93,,2,0,1,.000,0,1,.000,0,0,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,Erin Hedman,https://www.sports-reference.com/cbb/players/erin-hedman-1.html,minnesota,2021-22
8,15,29,2022-02-24,Minnesota,,Illinois,REG (Conf),W 87-54,,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,Erin Hedman,https://www.sports-reference.com/cbb/players/erin-hedman-1.html,minnesota,2021-22
