ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,11,3,2021-11-14,Minnesota,,George Washington,REG (Non-Conf),W 48-32,,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Grace Cumming,https://www.sports-reference.com/cbb/players/grace-cumming-1.html,minnesota,2021-22
2,12,4,2021-11-17,Minnesota,,American,REG (Non-Conf),W 73-56,,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,Grace Cumming,https://www.sports-reference.com/cbb/players/grace-cumming-1.html,minnesota,2021-22
3,13,5,2021-11-20,Minnesota,@,Connecticut,REG (Non-Conf),L 58-88,,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Grace Cumming,https://www.sports-reference.com/cbb/players/grace-cumming-1.html,minnesota,2021-22
4,14,7,2021-11-22,Minnesota,,Oklahoma,REG (Non-Conf),L 69-88,,2,1,1,1.000,1,1,1.000,0,0,1.500,0,0,,0,0,0,0,0,0,0,0,3,2.7,Grace Cumming,https://www.sports-reference.com/cbb/players/grace-cumming-1.html,minnesota,2021-22
5,15,8,2021-11-26,Minnesota,,Bradley,REG (Non-Conf),W 73-54,,1,0,0,,0,0,,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0,-0.8,Grace Cumming,https://www.sports-reference.com/cbb/players/grace-cumming-1.html,minnesota,2021-22
6,16,9,2021-11-28,Minnesota,,UTSA,REG (Non-Conf),W 81-52,,6,0,1,.000,0,1,.000,0,0,.000,0,0,,1,2,3,0,0,0,0,1,0,0.2,Grace Cumming,https://www.sports-reference.com/cbb/players/grace-cumming-1.html,minnesota,2021-22
