ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,26,1,2022-11-07,Central Arkansas,@,Kansas State,REG (Non-Conf),L 43-83,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Lashiyah Fowler,https://www.sports-reference.com/cbb/players/lashiyah-fowler-1.html,central-arkansas,2022-23
2,27,2,2022-11-11,Central Arkansas,@,Arkansas,REG (Non-Conf),L 34-72,,7,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,2,0,-1.5,Lashiyah Fowler,https://www.sports-reference.com/cbb/players/lashiyah-fowler-1.html,central-arkansas,2022-23
3,28,3,2022-11-15,Central Arkansas,,Lindenwood,REG (Non-Conf),W 55-43,,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,2,2,0,0,0,0,0,0,-0.8,Lashiyah Fowler,https://www.sports-reference.com/cbb/players/lashiyah-fowler-1.html,central-arkansas,2022-23
4,29,4,2022-11-19,Central Arkansas,@,Louisiana–Monroe,REG (Non-Conf),W 60-53,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Lashiyah Fowler,https://www.sports-reference.com/cbb/players/lashiyah-fowler-1.html,central-arkansas,2022-23
