ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,21,1,2023-11-06,Campbell,,N.C. Wesleyan,REG (Non-Conf),W 108-37,,9,2,4,.500,1,2,.500,1,2,.500,.625,0,0,0,0,0,0,0,0,0,0,5,3.0,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
2,22,3,2023-11-12,Campbell,@,Virginia,REG (Non-Conf),L 49-74,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
3,23,4,2023-11-18,Campbell,,Western Carolina,REG (Non-Conf),W 70-52,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
4,24,5,2023-11-23,Campbell,N,Morgan State,REG (Non-Conf),W 60-46,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
5,25,9,2023-12-14,Campbell,,Lancaster Bible,REG (Non-Conf),W 99-28,,14,3,7,.429,3,6,.500,0,1,.000,.643,0,0,0,4,4,2,0,0,2,1,9,5.5,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
6,26,12,2024-01-05,Campbell,@,Stony Brook,REG (Conf),L 43-73,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
7,27,18,2024-01-26,Campbell,,North Carolina A&T,REG (Conf),L 51-73,,2,0,0,,0,0,,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0.7,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
8,28,21,2024-02-09,Campbell,,UNC Wilmington,REG (Conf),W 77-57,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
9,29,29,2024-03-09,Campbell,@,Hampton,REG (Conf),W 70-61,,1,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
10,30,30,2024-03-14,Campbell,N,Elon,CTOURN,W 67-52,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Logan Nuckols,https://www.sports-reference.com/cbb/players/logan-nuckols-1.html,campbell,2023-24
