ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,85,2,2021-11-16,Ball State,@,Butler,REG (Non-Conf),W 70-56,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Blake Smith,https://www.sports-reference.com/cbb/players/blake-smith-4.html,ball-state,2021-22
2,86,6,2021-12-02,Ball State,,Purdue Fort Wayne,REG (Non-Conf),W 86-58,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,2,0,1,0,1.7,Blake Smith,https://www.sports-reference.com/cbb/players/blake-smith-4.html,ball-state,2021-22
3,87,9,2021-12-11,Ball State,,Utah State,REG (Non-Conf),W 81-55,,6,0,0,,0,0,,0,0,,,0,0,1,2,3,0,0,1,1,1,0,0.6,Blake Smith,https://www.sports-reference.com/cbb/players/blake-smith-4.html,ball-state,2021-22
4,88,10,2021-12-20,Ball State,,Bellarmine,REG (Non-Conf),W 84-63,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Blake Smith,https://www.sports-reference.com/cbb/players/blake-smith-4.html,ball-state,2021-22
5,89,23,2022-02-16,Ball State,,Buffalo,REG (Conf),L 62-67,,3,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,1,0,0,-0.7,Blake Smith,https://www.sports-reference.com/cbb/players/blake-smith-4.html,ball-state,2021-22
6,90,29,2022-03-05,Ball State,,Eastern Michigan,REG (Conf),W 92-58,*,12,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,0,1,1,0,0,0,0,0,5,3.3,Blake Smith,https://www.sports-reference.com/cbb/players/blake-smith-4.html,ball-state,2021-22
7,91,33,2022-03-16,Ball State,@,Marquette,WNIT,L 70-93,,9,0,2,.000,0,0,,0,2,.000,.000,0,0,0,1,1,0,0,0,0,1,0,-1.5,Blake Smith,https://www.sports-reference.com/cbb/players/blake-smith-4.html,ball-state,2021-22
