ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2021-11-09,New Orleans,@,Texas,REG (Non-Conf),L 36-131,,23,1,6,.167,0,3,.000,1,3,.333,.167,0,0,0,0,0,2,1,1,2,3,2,-1.9,Dyana Offutt,https://www.sports-reference.com/cbb/players/dyana-offutt-1.html,new-orleans,2021-22
2,2,2,2021-11-15,New Orleans,@,Baylor,REG (Non-Conf),L 39-78,,13,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,1,0,0,1,0,-0.1,Dyana Offutt,https://www.sports-reference.com/cbb/players/dyana-offutt-1.html,new-orleans,2021-22
3,3,4,2021-11-20,New Orleans,@,Louisiana,REG (Non-Conf),L 45-64,,6,0,1,.000,0,0,,0,1,.000,.000,0,0,1,1,2,0,0,0,0,0,0,0.3,Dyana Offutt,https://www.sports-reference.com/cbb/players/dyana-offutt-1.html,new-orleans,2021-22
4,4,5,2021-11-23,New Orleans,@,South Alabama,REG (Non-Conf),L 53-63,,3,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Dyana Offutt,https://www.sports-reference.com/cbb/players/dyana-offutt-1.html,new-orleans,2021-22
5,5,8,2022-01-15,New Orleans,,Nicholls State,REG (Conf),L 68-69,,8,1,3,.333,1,3,.333,0,0,,.500,0,0,0,1,1,0,0,0,2,0,3,-0.4,Dyana Offutt,https://www.sports-reference.com/cbb/players/dyana-offutt-1.html,new-orleans,2021-22
6,6,9,2022-01-20,New Orleans,,Southeastern Louisiana,REG (Conf),L 48-72,,4,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,1,0,3,1.7,Dyana Offutt,https://www.sports-reference.com/cbb/players/dyana-offutt-1.html,new-orleans,2021-22
7,7,10,2022-01-22,New Orleans,,Northwestern State,REG (Conf),L 47-75,,26,2,6,.333,1,3,.333,1,3,.333,.417,0,0,2,1,3,2,2,1,4,2,5,2.6,Dyana Offutt,https://www.sports-reference.com/cbb/players/dyana-offutt-1.html,new-orleans,2021-22
