ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,11,5,2024-11-20,Holy Cross,@,Massachusetts,REG (Non-Conf),W 75-70,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
2,12,6,2024-11-23,Holy Cross,,Boston College,REG (Non-Conf),L 55-81,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,2,0,0,1,0,0,0.0,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
3,13,8,2024-12-03,Holy Cross,@,Connecticut,REG (Non-Conf),L 52-88,,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,0,2,1.7,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
4,14,11,2024-12-21,Holy Cross,@,Northeastern,REG (Non-Conf),W 61-37,,3,0,0,,0,0,,0,0,,,0,0,0,2,2,1,0,0,1,0,0,0.3,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
5,15,16,2025-01-15,Holy Cross,,Bucknell,REG (Conf),W 63-37,,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,0,0,0,0,0,1,0,2,0.7,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
6,16,17,2025-01-18,Holy Cross,@,American,REG (Conf),W 76-44,,5,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,0,0,0,2,0,0,0,0,3,3.4,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
7,17,18,2025-01-22,Holy Cross,@,Army,REG (Conf),W 61-52,,15,0,1,.000,0,0,,0,1,.000,.000,0,0,1,3,4,0,1,0,1,1,0,0.5,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
8,18,19,2025-01-25,Holy Cross,,Loyola (MD),REG (Conf),W 53-27,,12,2,5,.400,0,2,.000,2,3,.667,.400,0,0,1,2,3,1,0,0,1,1,4,1.9,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
9,19,20,2025-01-27,Holy Cross,@,Boston University,REG (Conf),L 49-52,,25,0,3,.000,0,2,.000,0,1,.000,.000,0,0,1,3,4,0,2,0,0,1,0,1.1,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
10,20,21,2025-02-01,Holy Cross,@,Lehigh,REG (Conf),L 47-60,,27,2,4,.500,1,2,.500,1,2,.500,.625,0,0,1,3,4,0,1,0,4,2,5,0.8,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
11,21,22,2025-02-08,Holy Cross,,Boston University,REG (Conf),W 60-47,,12,1,3,.333,0,2,.000,1,1,1.000,.333,0,0,0,1,1,1,0,0,0,1,2,0.9,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
12,22,23,2025-02-12,Holy Cross,@,Colgate,REG (Conf),L 51-73,,23,1,8,.125,0,1,.000,1,7,.143,.125,0,0,0,4,4,4,0,0,1,2,2,-1.0,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
13,23,24,2025-02-15,Holy Cross,,Lehigh,REG (Conf),L 59-69 (OT),,9,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,0,0,1,1,0,2,2,0,-2.5,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
14,24,25,2025-02-19,Holy Cross,@,Lafayette,REG (Conf),W 83-42,,21,2,4,.500,0,2,.000,2,2,1.000,.500,0,0,1,1,2,3,3,0,2,3,4,4.9,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
15,25,26,2025-02-22,Holy Cross,,Navy,REG (Conf),L 57-66,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,2,0,-1.8,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
16,26,27,2025-02-26,Holy Cross,,Colgate,REG (Conf),W 59-55,,10,0,0,,0,0,,0,0,,,0,0,0,2,2,1,1,0,2,0,0,0.3,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
17,27,28,2025-03-01,Holy Cross,@,Bucknell,REG (Conf),W 67-60,,7,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0.7,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
18,28,29,2025-03-05,Holy Cross,,Army,REG (Conf),L 46-64,,16,0,0,,0,0,,0,0,,,0,0,0,0,0,2,2,0,0,0,0,3.4,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
19,29,30,2025-03-10,Holy Cross,@,Navy,CTOURN,W 66-52,,12,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,4,4,1,0,0,0,0,0,0.5,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
20,30,31,2025-03-13,Holy Cross,@,Lehigh,CTOURN,L 44-65,,12,1,3,.333,0,1,.000,1,2,.500,.333,0,0,1,1,2,0,0,0,0,3,2,0.1,Hannah Griffin,https://www.sports-reference.com/cbb/players/hannah-griffin-1.html,holy-cross,2024-25
