ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2024-11-05,Michigan State,,Oakland,REG (Non-Conf),W 107-42,,4,0,0,,0,0,0,0,,,0,0,1,0,1,0,1,1,0,0,0,2.4,Helen Holley,https://www.sports-reference.com/cbb/players/helen-holley-1.html,michigan-state,2024-25
2,2,2,2024-11-08,Michigan State,,Yale,REG (Non-Conf),W 100-44,,5,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,1,0,0,-0.7,Helen Holley,https://www.sports-reference.com/cbb/players/helen-holley-1.html,michigan-state,2024-25
3,3,3,2024-11-11,Michigan State,,Eastern Michigan,REG (Non-Conf),W 95-49,,3,0,0,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Helen Holley,https://www.sports-reference.com/cbb/players/helen-holley-1.html,michigan-state,2024-25
4,4,4,2024-11-14,Michigan State,,Eastern Kentucky,REG (Non-Conf),W 96-54,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Helen Holley,https://www.sports-reference.com/cbb/players/helen-holley-1.html,michigan-state,2024-25
5,5,5,2024-11-17,Michigan State,@,Western Michigan,REG (Non-Conf),W 79-42,,4,0,0,,0,0,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0.7,Helen Holley,https://www.sports-reference.com/cbb/players/helen-holley-1.html,michigan-state,2024-25
6,6,6,2024-11-20,Michigan State,,Detroit Mercy,REG (Non-Conf),W 101-44,,8,1,4,.250,0,0,1,4,.250,.250,0,0,1,3,4,0,0,0,1,2,2,-0.6,Helen Holley,https://www.sports-reference.com/cbb/players/helen-holley-1.html,michigan-state,2024-25
7,7,9,2024-12-08,Michigan State,,DePaul,REG (Non-Conf),W 89-61,,2,0,0,,0,0,0,0,,,0,0,1,0,1,0,0,0,0,1,0,0.3,Helen Holley,https://www.sports-reference.com/cbb/players/helen-holley-1.html,michigan-state,2024-25
8,8,11,2024-12-19,Michigan State,N,Montana,REG (Non-Conf),W 69-38,,5,1,1,1.000,0,0,1,1,1.000,1.000,0,0,1,0,1,0,0,0,1,1,2,1.0,Helen Holley,https://www.sports-reference.com/cbb/players/helen-holley-1.html,michigan-state,2024-25
9,9,19,2025-01-22,Michigan State,,Penn State,REG (Conf),W 82-61,,4,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Helen Holley,https://www.sports-reference.com/cbb/players/helen-holley-1.html,michigan-state,2024-25
