ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,81,11,2022-12-17,Weber State,,Utah Tech,REG (Non-Conf),L 65-69,,17,4,10,.400,1,4,.250,3,6,.500,.450,6,7,.857,2,1,3,1,1,0,3,3,15,8.4,Emma Torbert,https://www.sports-reference.com/cbb/players/emma-torbert-1.html,weber-state,2022-23
2,82,12,2022-12-20,Weber State,,Utah,REG (Non-Conf),L 52-88,,21,2,8,.250,2,5,.400,0,3,.000,.375,3,4,.750,0,2,2,1,3,2,1,2,9,7.7,Emma Torbert,https://www.sports-reference.com/cbb/players/emma-torbert-1.html,weber-state,2022-23
3,83,13,2022-12-29,Weber State,@,Northern Colorado,REG (Conf),L 39-67,*,26,0,8,.000,0,2,.000,0,6,.000,.000,1,2,.500,1,2,3,1,2,0,1,2,1,-2.8,Emma Torbert,https://www.sports-reference.com/cbb/players/emma-torbert-1.html,weber-state,2022-23
4,84,14,2022-12-31,Weber State,@,Northern Arizona,REG (Conf),L 68-82,*,31,4,14,.286,2,6,.333,2,8,.250,.357,3,3,1.000,0,3,3,0,3,0,2,3,13,5.5,Emma Torbert,https://www.sports-reference.com/cbb/players/emma-torbert-1.html,weber-state,2022-23
5,85,15,2023-01-07,Weber State,@,Idaho State,REG (Conf),L 52-65,*,17,1,4,.250,0,1,.000,1,3,.333,.250,0,0,,0,2,2,0,2,1,1,2,2,1.1,Emma Torbert,https://www.sports-reference.com/cbb/players/emma-torbert-1.html,weber-state,2022-23
