ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2023-11-06,Kansas State,,Presbyterian,REG (Non-Conf),W 69-35,,7,1,2,.500,0,0,1,2,.500,.500,0,0,,1,1,2,0,0,1,0,0,2,2.7,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
2,2,2,2023-11-11,Kansas State,@,Little Rock,REG (Non-Conf),W 77-39,,5,0,2,.000,0,0,0,2,.000,.000,1,2,.500,0,2,2,0,0,0,0,0,1,-0.2,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
3,3,5,2023-11-24,Kansas State,N,Western Kentucky,REG (Non-Conf),W 77-61,,5,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,3,0,-2.2,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
4,4,6,2023-11-25,Kansas State,N,North Carolina,REG (Non-Conf),W 63-56,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,1,0,1,0,0,0,0,0,2,2.4,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
5,5,8,2023-12-01,Kansas State,,Jackson State,REG (Non-Conf),W 79-37,,6,0,1,.000,0,0,0,1,.000,.000,1,2,.500,1,2,3,1,0,2,0,1,1,2.9,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
6,6,9,2023-12-06,Kansas State,,McNeese State,REG (Non-Conf),W 101-39,,11,0,4,.000,0,0,0,4,.000,.000,0,0,,1,4,5,0,1,3,3,4,0,-2.4,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
7,7,10,2023-12-09,Kansas State,N,Missouri,REG (Non-Conf),W 84-56,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
8,8,11,2023-12-16,Kansas State,,North Florida,REG (Non-Conf),W 79-53,,5,0,1,.000,0,0,0,1,.000,.000,2,2,1.000,2,0,2,0,0,0,0,1,2,2.3,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
9,9,12,2023-12-18,Kansas State,,Oral Roberts,REG (Non-Conf),W 102-59,,5,2,2,1.000,0,0,2,2,1.000,1.000,0,0,,1,1,2,0,0,0,0,1,4,4.0,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
10,10,13,2023-12-20,Kansas State,,Southern,REG (Non-Conf),W 84-52,,5,1,2,.500,0,0,1,2,.500,.500,0,0,,0,1,1,0,0,2,0,1,2,2.3,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
11,11,14,2023-12-30,Kansas State,@,Cincinnati,REG (Conf),W 66-41,,5,2,3,.667,0,0,2,3,.667,.667,2,3,.667,1,2,3,0,0,2,0,0,6,7.0,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
12,12,15,2024-01-03,Kansas State,,Houston,REG (Conf),W 72-38,,4,0,0,,0,0,0,0,,,1,2,.500,1,0,1,0,2,0,0,1,1,2.9,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
13,13,16,2024-01-06,Kansas State,@,UCF,REG (Conf),W 72-56,,4,0,2,.000,0,0,0,2,.000,.000,0,0,,1,1,2,1,0,0,0,1,0,-0.1,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
14,14,18,2024-01-13,Kansas State,,Texas,REG (Conf),W 61-58,,5,0,1,.000,0,0,0,1,.000,.000,2,2,1.000,1,0,1,0,0,0,0,0,2,2.0,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
15,15,20,2024-01-20,Kansas State,,Kansas,REG (Conf),W 69-58,,3,0,3,.000,0,0,0,3,.000,.000,0,0,,0,0,0,0,1,0,0,1,0,-1.5,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
16,16,21,2024-01-22,Kansas State,@,Baylor,REG (Conf),W 58-55,,3,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,1,0,1,0,0.3,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
17,17,23,2024-01-31,Kansas State,@,Oklahoma,REG (Conf),L 63-66,,5,0,0,,0,0,0,0,,,2,2,1.000,0,0,0,0,0,0,0,0,2,2.0,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
18,18,24,2024-02-04,Kansas State,@,Texas,REG (Conf),L 54-61,,20,0,1,.000,0,0,0,1,.000,.000,1,2,.500,2,2,4,1,3,1,1,2,1,4.5,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
19,19,25,2024-02-10,Kansas State,,Oklahoma State,REG (Conf),W 69-68,*,12,0,4,.000,0,0,0,4,.000,.000,2,2,1.000,0,1,1,0,0,1,1,1,2,-1.2,Imani Lester,https://www.sports-reference.com/cbb/players/imani-lester-1.html,kansas-state,2023-24
