ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,30,4,2022-11-25,Lamar,N,Mississippi Valley State,REG (Non-Conf),W 85-49,,10,4,5,.800,0,0,4,5,.800,.800,0,0,1,2,3,0,0,1,0,2,8,7.3,Bebe Galloway,https://www.sports-reference.com/cbb/players/bebe-galloway-1.html,lamar,2022-23
2,31,5,2022-11-26,Lamar,@,Southern Mississippi,REG (Non-Conf),L 48-56,,8,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Bebe Galloway,https://www.sports-reference.com/cbb/players/bebe-galloway-1.html,lamar,2022-23
3,32,9,2022-12-14,Lamar,@,Louisiana State,REG (Non-Conf),L 42-88,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,2,0,-1.8,Bebe Galloway,https://www.sports-reference.com/cbb/players/bebe-galloway-1.html,lamar,2022-23
4,33,12,2022-12-31,Lamar,,McNeese State,REG (Conf),W 82-61,,5,0,3,.000,0,0,0,3,.000,.000,0,0,1,2,3,0,0,0,0,2,0,-1.6,Bebe Galloway,https://www.sports-reference.com/cbb/players/bebe-galloway-1.html,lamar,2022-23
5,34,13,2023-01-05,Lamar,@,New Orleans,REG (Conf),L 46-60,,3,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Bebe Galloway,https://www.sports-reference.com/cbb/players/bebe-galloway-1.html,lamar,2022-23
