ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,3,2021-11-14,San Diego,@,Idaho,REG (Non-Conf),W 66-46,,4,0,1,.000,0,1,.000,0,0,,.000,0,0,0,2,2,0,0,0,1,0,0,-1.1,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
2,2,4,2021-11-17,San Diego,,Air Force,REG (Non-Conf),W 52-46,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
3,3,6,2021-11-27,San Diego,,Nebraska,REG (Non-Conf),L 56-64,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
4,4,10,2021-12-18,San Diego,,Arizona State,REG (Non-Conf),L 60-79,,1,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
5,5,11,2021-12-19,San Diego,N,Texas,REG (Non-Conf),L 58-74,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
6,6,12,2021-12-21,San Diego,,Texas State,REG (Non-Conf),W 78-58,,4,1,2,.500,0,0,,1,2,.500,.500,0,0,2,0,2,0,0,0,0,3,2,1.2,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
7,7,15,2022-01-13,San Diego,@,Loyola Marymount,REG (Conf),W 80-48,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,1,0,0,0,0,0,0.0,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
8,8,19,2022-01-24,San Diego,@,Brigham Young,REG (Conf),L 48-70,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
9,9,25,2022-02-10,San Diego,,Loyola Marymount,REG (Conf),W 79-51,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,2,0,-0.8,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
10,10,33,2022-03-20,San Diego,@,New Mexico,WNIT,L 69-73,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Courtney Wristen,https://www.sports-reference.com/cbb/players/courtney-wristen-1.html,san-diego,2021-22
