ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,12,1,2023-11-08,Stanford,,Hawaii,REG (Non-Conf),W 87-40,,5,0,2,.000,0,1,.000,0,1,.000,.000,0,0,2,1,3,0,0,1,0,0,0,1.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
2,13,2,2023-11-12,Stanford,,Indiana,REG (Non-Conf),W 96-64,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
3,14,3,2023-11-16,Stanford,,Cal Poly,REG (Non-Conf),W 86-32,,9,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
4,15,7,2023-11-26,Stanford,,Albany (NY),REG (Non-Conf),W 79-35,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,2,2,1,0,0,1,0,0,-0.4,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
5,16,8,2023-12-01,Stanford,@,San Diego State,REG (Non-Conf),W 85-44,,4,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
6,17,10,2023-12-15,Stanford,,Portland,REG (Non-Conf),W 81-51,,5,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
7,18,11,2023-12-20,Stanford,,UC Davis,REG (Non-Conf),W 92-52,,13,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,1,0,0,1,1,0,-1.4,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
8,19,12,2023-12-29,Stanford,@,California,REG (Conf),W 78-51,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
9,20,13,2023-12-31,Stanford,,Morgan State,REG (Non-Conf),W 98-38,,6,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
10,21,18,2024-01-19,Stanford,,Oregon,REG (Conf),W 88-63,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
11,22,20,2024-01-26,Stanford,@,Arizona State,REG (Conf),W 80-50,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
12,23,21,2024-01-28,Stanford,@,Arizona,REG (Conf),W 96-64,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
13,24,23,2024-02-04,Stanford,,UCLA,REG (Conf),W 80-60,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
14,25,26,2024-02-16,Stanford,,California,REG (Conf),W 84-49,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
15,26,28,2024-02-25,Stanford,,Arizona State,REG (Conf),W 81-67,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
16,27,30,2024-03-02,Stanford,@,Oregon,REG (Conf),W 76-56,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
17,28,34,2024-03-22,Stanford,,Norfolk State,ROUND-64,W 79-50,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Stavi Papadaki,https://www.sports-reference.com/cbb/players/stavi-papadaki-1.html,stanford,2023-24
