ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,30,1,2021-11-09,Charlotte,@,Richmond,REG (Non-Conf),W 63-45,,13,2,7,.286,0,5,.000,2,2,1.000,.286,0,0,0,1,1,0,0,0,0,0,4,0.2,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
2,31,2,2021-11-14,Charlotte,,North Carolina,REG (Non-Conf),L 33-89,,7,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,3,1,0,-4.1,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
3,32,3,2021-11-18,Charlotte,@,Wake Forest,REG (Non-Conf),L 49-55,,6,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,1,0,-1.8,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
4,33,4,2021-11-21,Charlotte,@,Delaware,REG (Non-Conf),L 57-73,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
5,34,18,2022-02-05,Charlotte,@,Marshall,REG (Conf),W 39-37 (OT),,8,0,2,.000,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,1,0,-1.8,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
6,35,20,2022-02-10,Charlotte,@,Louisiana Tech,REG (Conf),W 59-56,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
7,36,22,2022-02-17,Charlotte,,Western Kentucky,REG (Conf),W 89-43,,5,2,4,.500,0,2,.000,2,2,1.000,.500,0,0,0,0,0,0,0,0,0,1,4,1.6,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
8,37,23,2022-02-19,Charlotte,,Marshall,REG (Conf),W 65-47,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
9,38,24,2022-02-21,Charlotte,,Florida International,REG (Conf),W 53-41,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
10,39,26,2022-02-26,Charlotte,@,Florida Atlantic,REG (Conf),W 76-47,,7,0,2,.000,0,2,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-1.1,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
11,40,28,2022-03-05,Charlotte,,Southern Mississippi,REG (Conf),W 70-49,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Cali Konek,https://www.sports-reference.com/cbb/players/cali-konek-1.html,charlotte,2021-22
