ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,21,4,2022-11-16,Brown,,Sacred Heart,REG (Non-Conf),W 56-35,,3,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,1,1,0,0,0,0,0,0,-1.1,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
2,22,7,2022-11-28,Brown,@,Central Connecticut State,REG (Non-Conf),W 69-46,,1,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
3,23,9,2022-12-03,Brown,,Hartford,REG (Non-Conf),W 68-52,,8,2,4,.500,0,1,.000,2,3,.667,.500,0,0,1,3,4,2,1,0,0,1,4,5.6,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
4,24,10,2022-12-07,Brown,@,Providence,REG (Non-Conf),L 44-62,,12,2,6,.333,2,4,.500,0,2,.000,.500,0,0,0,0,0,0,0,0,4,1,6,-1.8,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
5,25,11,2022-12-10,Brown,,Mitchell,REG (Non-Conf),W 101-45,,11,2,6,.333,0,2,.000,2,4,.500,.333,0,0,1,0,1,5,0,0,1,0,4,3.8,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
6,26,14,2023-01-02,Brown,@,Pennsylvania,REG (Conf),L 53-74,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
7,27,17,2023-01-14,Brown,@,Princeton,REG (Conf),L 54-67,,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
8,28,19,2023-01-21,Brown,@,Columbia,REG (Conf),L 74-94,,6,2,4,.500,0,1,.000,2,3,.667,.500,0,0,0,0,0,1,0,0,0,0,4,2.7,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
9,29,23,2023-02-11,Brown,@,Cornell,REG (Conf),W 76-48,,3,0,2,.000,0,0,,0,2,.000,.000,0,0,1,0,1,1,1,0,1,1,0,-0.4,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
10,30,24,2023-02-17,Brown,,Princeton,REG (Conf),L 37-80,,5,0,1,.000,0,0,,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,-0.7,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
11,31,26,2023-02-25,Brown,,Columbia,REG (Conf),L 55-83,,1,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,0,0,0,0,0,1,1,2,0.3,Grace Kirk,https://www.sports-reference.com/cbb/players/grace-kirk-1.html,brown,2022-23
