ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,1,2022-11-07,Portland,,Willamette,REG (Non-Conf),W 92-56,,5,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
2,2,2,2022-11-09,Portland,,Hawaii,REG (Non-Conf),W 70-54,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
3,3,7,2022-11-26,Portland,N,Northeastern,REG (Non-Conf),W 67-41,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
4,4,8,2022-11-30,Portland,,Evergreen St.,REG (Non-Conf),W 87-35,,9,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,1,0,2,0.7,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
5,5,14,2022-12-29,Portland,@,Loyola Marymount,REG (Conf),W 70-61,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
6,6,17,2023-01-07,Portland,,San Francisco,REG (Conf),W 77-46,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
7,7,19,2023-01-19,Portland,@,St. Mary's (CA),REG (Conf),W 64-41,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
8,8,20,2023-01-21,Portland,@,Pacific,REG (Conf),W 81-67,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
9,9,22,2023-01-28,Portland,,Loyola Marymount,REG (Conf),W 58-39,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
10,10,28,2023-02-25,Portland,@,San Diego,REG (Conf),L 58-74,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
11,11,29,2023-02-27,Portland,@,Brigham Young,REG (Conf),W 61-49,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
12,12,32,2023-03-18,Portland,N,Oklahoma,ROUND-64,L 63-85,,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Maddi Condron,https://www.sports-reference.com/cbb/players/maddi-condron-1.html,portland,2022-23
