ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,38,8,2022-12-02,Seton Hall,@,Xavier,REG (Conf),W 74-55,,1,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,0,2,1.7,Kailah Harris,https://www.sports-reference.com/cbb/players/kailah-harris-1.html,seton-hall,2022-23
2,39,10,2022-12-09,Seton Hall,,Rider,REG (Non-Conf),W 78-40,,6,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,1,2,1.3,Kailah Harris,https://www.sports-reference.com/cbb/players/kailah-harris-1.html,seton-hall,2022-23
3,40,13,2022-12-21,Seton Hall,@,Connecticut,REG (Conf),L 73-98,,3,1,1,1.000,0,0,1,1,1.000,1.000,0,0,1,0,1,0,0,0,0,1,2,2.0,Kailah Harris,https://www.sports-reference.com/cbb/players/kailah-harris-1.html,seton-hall,2022-23
