ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,3,3,2023-11-14,Dartmouth,,Keene St.,REG (Non-Conf),W 65-41,,7,0,1,.000,0,1,.000,0,0,.000,0,0,,0,0,0,0,0,0,1,1,0,-2.1,Brooke Hollawell,https://www.sports-reference.com/cbb/players/brooke-hollawell-1.html,dartmouth,2023-24
2,4,6,2023-12-04,Dartmouth,,UC Riverside,REG (Non-Conf),L 38-57,,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Brooke Hollawell,https://www.sports-reference.com/cbb/players/brooke-hollawell-1.html,dartmouth,2023-24
3,5,13,2024-01-07,Dartmouth,,Vermont St.–Lyndon,REG (Non-Conf),W 77-35,,12,0,2,.000,0,2,.000,0,0,.000,1,2,.500,1,0,1,2,1,0,1,1,1,0.9,Brooke Hollawell,https://www.sports-reference.com/cbb/players/brooke-hollawell-1.html,dartmouth,2023-24
4,6,18,2024-02-02,Dartmouth,@,Cornell,REG (Conf),L 47-61,,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,Brooke Hollawell,https://www.sports-reference.com/cbb/players/brooke-hollawell-1.html,dartmouth,2023-24
5,7,19,2024-02-03,Dartmouth,@,Columbia,REG (Conf),L 52-71,,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,Brooke Hollawell,https://www.sports-reference.com/cbb/players/brooke-hollawell-1.html,dartmouth,2023-24
