ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,14,2024-01-13,Akron,@,Buffalo,REG (Conf),L 57-59,,3,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,-1.0,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
2,2,17,2024-01-24,Akron,@,Western Michigan,REG (Conf),L 51-60,,14,0,0,,0,0,0,0,,,0,0,1,0,1,1,0,1,2,0,0,0.1,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
3,3,18,2024-01-27,Akron,@,Northern Illinois,REG (Conf),W 61-59,,13,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,1,1,0,2,0,0,-1.0,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
4,4,19,2024-01-31,Akron,,Toledo,REG (Conf),L 66-88,,9,0,0,,0,0,0,0,,,0,0,0,0,0,2,0,0,2,1,0,-1.0,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
5,5,20,2024-02-03,Akron,,Miami (OH),REG (Conf),L 48-58,,5,0,0,,0,0,0,0,,,0,0,0,2,2,0,0,0,0,0,0,0.6,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
6,6,21,2024-02-07,Akron,@,Eastern Michigan,REG (Conf),W 68-67 (OT),,4,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
7,7,22,2024-02-10,Akron,,Arkansas State,REG (Non-Conf),L 67-81,,10,2,2,1.000,0,0,2,2,1.000,1.000,0,0,0,1,1,0,0,0,0,0,4,3.7,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
8,8,24,2024-02-21,Akron,,Bowling Green,REG (Conf),L 68-74,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
9,9,26,2024-02-28,Akron,@,Ball State,REG (Conf),L 41-75,,14,1,2,.500,0,0,1,2,.500,.500,0,0,0,2,2,0,0,0,2,0,2,-0.4,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
10,10,28,2024-03-06,Akron,,Ohio,REG (Conf),L 63-72,,11,0,0,,0,0,0,0,,,0,0,0,0,0,1,1,0,1,0,0,0.7,Olivia Brown,https://www.sports-reference.com/cbb/players/olivia-brown-4.html,akron,2023-24
