ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,2,2023-11-12,St. Mary's (CA),,UC San Diego,REG (Non-Conf),W 61-58 (OT),,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
2,2,3,2023-11-14,St. Mary's (CA),,UC Irvine,REG (Non-Conf),W 52-37,,2,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2,1.7,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
3,3,5,2023-11-21,St. Mary's (CA),,St. Thomas,REG (Non-Conf),L 60-74,,5,0,2,.000,0,0,0,2,.000,.000,0,0,,1,0,1,0,0,0,0,0,0,-0.7,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
4,4,8,2023-12-02,St. Mary's (CA),@,California,REG (Non-Conf),L 69-74,,4,0,0,,0,0,0,0,,,3,4,.750,1,1,2,0,0,0,0,0,3,3.6,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
5,5,10,2023-12-10,St. Mary's (CA),@,UC Davis,REG (Non-Conf),L 66-87,,6,2,4,.500,0,0,2,4,.500,.500,1,1,1.000,2,1,3,0,0,0,1,0,5,3.7,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
6,6,11,2023-12-16,St. Mary's (CA),@,Washington,REG (Non-Conf),L 32-64,,10,0,3,.000,0,0,0,3,.000,.000,0,0,,0,2,2,0,0,0,0,0,0,-1.5,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
7,7,12,2023-12-18,St. Mary's (CA),,Cal St. East Bay,REG (Non-Conf),W 83-67,,9,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,2,2,0.9,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
8,8,14,2023-12-29,St. Mary's (CA),,San Jose State,REG (Non-Conf),W 70-52,,12,3,5,.600,0,0,3,5,.600,.600,1,2,.500,1,4,5,0,0,0,2,3,7,3.0,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
9,9,16,2024-01-06,St. Mary's (CA),,San Diego,REG (Conf),W 67-59,,5,0,1,.000,0,0,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
10,10,17,2024-01-13,St. Mary's (CA),,Loyola Marymount,REG (Conf),L 48-66,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
11,11,18,2024-01-20,St. Mary's (CA),@,Gonzaga,REG (Conf),L 60-89,,6,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
12,12,20,2024-01-25,St. Mary's (CA),@,Pacific,REG (Conf),L 45-60,,7,0,2,.000,0,0,0,2,.000,.000,0,0,,1,0,1,0,0,0,0,1,0,-1.1,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
13,13,22,2024-02-03,St. Mary's (CA),,Portland,REG (Conf),L 35-68,,10,0,2,.000,0,0,0,2,.000,.000,1,2,.500,0,1,1,0,1,0,4,1,1,-3.9,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
14,14,25,2024-02-15,St. Mary's (CA),,Gonzaga,REG (Conf),L 68-96,,5,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
15,15,26,2024-02-17,St. Mary's (CA),,Pepperdine,REG (Conf),W 75-47,,11,1,5,.200,0,0,1,5,.200,.200,0,0,,1,0,1,0,0,0,1,4,2,-3.0,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
16,16,28,2024-02-24,St. Mary's (CA),@,San Diego,REG (Conf),L 52-69,,7,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2,1.7,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
17,17,30,2024-03-02,St. Mary's (CA),@,Pepperdine,REG (Conf),W 69-48,,7,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,1,1,2,0.3,Nadia Bernard,https://www.sports-reference.com/cbb/players/nadia-bernard-1.html,saint-marys-ca,2023-24
