ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,11,2024-12-15,Notre Dame,,Eastern Michigan,REG (Non-Conf),W 118-49,,3,0,1,.000,0,1,.000,0,0,.000,0,0,0,0,0,0,0,0,0,1,0,-1.1,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
2,2,12,2024-12-22,Notre Dame,,Loyola (MD),REG (Non-Conf),W 97-54,,4,0,0,,0,0,,0,0,,0,0,0,2,2,1,0,0,0,0,0,1.3,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
3,3,13,2024-12-29,Notre Dame,,Virginia,REG (Conf),W 95-54,,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
4,4,15,2025-01-09,Notre Dame,,Wake Forest,REG (Conf),W 100-64,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
5,5,22,2025-02-06,Notre Dame,,Stanford,REG (Conf),W 96-47,,3,0,0,,0,0,,0,0,,0,0,0,2,2,0,0,0,0,0,0,0.6,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
6,6,23,2025-02-09,Notre Dame,,California,REG (Conf),W 91-52,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
7,7,26,2025-02-20,Notre Dame,@,Miami (FL),REG (Conf),W 82-42,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
8,8,29,2025-03-02,Notre Dame,,Louisville,REG (Conf),W 72-59,,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
9,9,32,2025-03-21,Notre Dame,,Stephen F. Austin,ROUND-64,W 106-54,,5,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
10,10,33,2025-03-23,Notre Dame,,Michigan,ROUND-32,W 76-55,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Luci Jensen,https://www.sports-reference.com/cbb/players/luci-jensen-1.html,notre-dame,2024-25
