ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,8,1,2024-11-04,Notre Dame,,Mercyhurst,REG (Non-Conf),W 105-61,,30,2,10,.200,1,8,.125,1,2,.500,.250,0,0,1,4,5,3,2,2,1,2,5,4.4,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
2,9,2,2024-11-10,Notre Dame,@,Purdue,REG (Non-Conf),W 102-58,,21,4,8,.500,1,4,.250,3,4,.750,.563,0,0,1,0,1,0,1,0,2,0,9,4.7,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
3,10,3,2024-11-13,Notre Dame,,James Madison,REG (Non-Conf),W 92-46,,17,2,4,.500,2,4,.500,0,0,,.750,0,0,0,3,3,1,0,0,0,1,6,5.2,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
4,11,4,2024-11-17,Notre Dame,@,Lafayette,REG (Non-Conf),W 91-55,,23,4,9,.444,4,7,.571,0,2,.000,.667,0,0,1,0,1,2,1,0,0,2,12,9.6,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
5,12,5,2024-11-23,Notre Dame,@,Southern California,REG (Non-Conf),W 74-61,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,1,0,0,0,0,0,0,-0.4,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
6,13,6,2024-11-29,Notre Dame,N,TCU,REG (Non-Conf),L 68-76,,2,0,0,,0,0,,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
7,14,7,2024-11-30,Notre Dame,N,Utah,REG (Non-Conf),L 67-78,,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,0,0,0,0,0,0,2,0,-2.2,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
8,15,9,2024-12-08,Notre Dame,@,Syracuse,REG (Conf),W 93-62,,10,2,4,.500,1,2,.500,1,2,.500,.625,0,0,1,0,1,1,0,0,0,1,5,4.0,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
9,16,11,2024-12-15,Notre Dame,,Eastern Michigan,REG (Non-Conf),W 118-49,,25,8,13,.615,7,9,.778,1,4,.250,.885,0,0,1,4,5,2,0,0,0,1,23,20.0,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
10,17,12,2024-12-22,Notre Dame,,Loyola (MD),REG (Non-Conf),W 97-54,,27,3,7,.429,1,4,.250,2,3,.667,.500,0,0,2,3,5,4,2,1,3,2,7,7.3,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
11,18,13,2024-12-29,Notre Dame,,Virginia,REG (Conf),W 95-54,,6,1,2,.500,1,2,.500,0,0,,.750,0,0,0,0,0,1,0,0,0,2,3,1.9,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
12,19,18,2025-01-19,Notre Dame,,SMU,REG (Conf),W 88-64,,5,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
13,20,19,2025-01-23,Notre Dame,@,Boston College,REG (Conf),W 89-63,,3,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,0,1,1,0,0,0,2,1,4,1.3,Emma Risch,https://www.sports-reference.com/cbb/players/emma-risch-1.html,notre-dame,2024-25
