ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,9,2024-12-20,Portland State,,Air Force,REG (Non-Conf),L 40-69,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3,Avery Kraft,https://www.sports-reference.com/cbb/players/avery-kraft-1.html,portland-state,2024-25
2,2,11,2025-01-09,Portland State,@,Eastern Washington,REG (Conf),L 49-78,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Avery Kraft,https://www.sports-reference.com/cbb/players/avery-kraft-1.html,portland-state,2024-25
3,3,16,2025-01-25,Portland State,@,Idaho State,REG (Conf),L 52-66,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Avery Kraft,https://www.sports-reference.com/cbb/players/avery-kraft-1.html,portland-state,2024-25
4,4,18,2025-02-01,Portland State,,Montana State,REG (Conf),L 39-85,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,Avery Kraft,https://www.sports-reference.com/cbb/players/avery-kraft-1.html,portland-state,2024-25
