ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,9,1,2023-11-06,Iowa,,FDU,REG (Non-Conf),W 102-46,,8,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,0,0,0,1,0,0,0,0,2,1.7,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
2,10,3,2023-11-12,Iowa,@,Northern Iowa,REG (Non-Conf),W 94-53,,4,0,0,,0,0,,0,0,,,0,0,0,1,1,0,1,0,0,0,0,1.3,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
3,11,5,2023-11-19,Iowa,,Drake,REG (Non-Conf),W 113-90,,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,0,2,1.7,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
4,12,6,2023-11-24,Iowa,N,Purdue Fort Wayne,REG (Non-Conf),W 98-59,,6,2,3,.667,1,1,1.000,1,2,.500,.833,0,0,1,1,2,1,0,1,1,0,5,5.1,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
5,13,7,2023-11-25,Iowa,N,Florida Gulf Coast,REG (Non-Conf),W 100-62,,7,0,3,.000,0,1,.000,0,2,.000,.000,0,0,1,1,2,0,0,0,1,3,0,-3.3,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
6,14,9,2023-12-02,Iowa,,Bowling Green,REG (Non-Conf),W 99-65,,6,3,3,1.000,1,1,1.000,2,2,1.000,1.167,0,0,0,0,0,1,0,0,0,0,7,6.8,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
7,15,11,2023-12-10,Iowa,@,Wisconsin,REG (Conf),W 87-65,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,2,0,0,-2.0,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
8,16,12,2023-12-16,Iowa,N,Cleveland State,REG (Non-Conf),W 104-75,,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,1,1,2,0,0,0,0,1,2,2.3,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
9,17,13,2023-12-21,Iowa,,Loyola Chicago,REG (Non-Conf),W 98-69,,5,2,3,.667,0,0,,2,3,.667,.667,0,0,0,1,1,0,0,0,1,1,4,1.6,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
10,18,14,2023-12-30,Iowa,,Minnesota,REG (Conf),W 94-71,,4,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,1,0,0,-1.7,Jada Gyamfi,https://www.sports-reference.com/cbb/players/jada-gyamfi-1.html,iowa,2023-24
