ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,12,3,2024-11-10,Missouri,,Norfolk State,REG (Non-Conf),L 54-57,,5,2,3,.667,0,0,2,3,.667,.667,0,0,,0,1,1,0,1,0,0,1,4,3.6,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
2,13,4,2024-11-12,Missouri,,Tulane,REG (Non-Conf),W 60-52,,2,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
3,14,6,2024-11-20,Missouri,,Saint Louis,REG (Non-Conf),W 112-59,,12,2,4,.500,0,0,2,4,.500,.500,1,1,1.000,1,2,3,0,1,2,0,2,5,5.9,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
4,15,7,2024-11-22,Missouri,,Little Rock,REG (Non-Conf),W 78-49,,10,0,0,,0,0,0,0,,,4,4,1.000,0,2,2,0,0,0,1,1,4,3.2,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
5,16,8,2024-11-25,Missouri,N,Syracuse,REG (Non-Conf),L 59-82,,6,0,0,,0,0,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0.3,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
6,17,9,2024-11-26,Missouri,N,Wichita State,REG (Non-Conf),W 85-57,,7,2,4,.500,0,0,2,4,.500,.500,0,0,,1,3,4,0,0,0,0,2,4,2.8,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
7,18,10,2024-12-01,Missouri,,Jacksonville State,REG (Non-Conf),W 79-45,,5,0,1,.000,0,0,0,1,.000,.000,0,2,.000,0,2,2,0,0,0,0,0,0,-0.9,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
8,19,11,2024-12-05,Missouri,,SMU,REG (Non-Conf),W 68-61,,3,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
9,20,12,2024-12-07,Missouri,,Northern Illinois,REG (Non-Conf),W 94-55,,4,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,1,2,1.3,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
10,21,14,2024-12-18,Missouri,,Oral Roberts,REG (Non-Conf),L 63-76,,4,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,0,2,2.0,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
11,22,15,2024-12-29,Missouri,,Jackson State,REG (Non-Conf),W 90-51,,3,0,2,.000,0,0,0,2,.000,.000,0,0,,1,1,2,0,0,0,0,0,0,-0.4,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
12,23,16,2025-01-02,Missouri,,South Carolina,REG (Conf),L 52-83,,5,0,1,.000,0,0,0,1,.000,.000,0,0,,1,0,1,0,0,0,0,2,0,-0.8,Tionna Herron,https://www.sports-reference.com/cbb/players/tionna-herron-1.html,missouri,2024-25
