ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,32,1,2024-11-04,Indiana,,Brown,REG (Non-Conf),W 82-60,,2,0,0,,0,0,0,0,,,0,0,0,1,1,1,0,0,1,2,0,-0.8,Sharnecce Currie-Jelks,https://www.sports-reference.com/cbb/players/sharnecce-currie-jelks-1.html,indiana,2024-25
2,33,7,2024-11-25,Indiana,N,North Carolina,REG (Non-Conf),L 39-69,,1,1,1,1.000,0,0,1,1,1.000,1.000,0,0,0,0,0,0,0,0,0,0,2,1.7,Sharnecce Currie-Jelks,https://www.sports-reference.com/cbb/players/sharnecce-currie-jelks-1.html,indiana,2024-25
3,34,8,2024-12-01,Indiana,,Maine,REG (Non-Conf),W 78-53,,3,0,0,,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0.3,Sharnecce Currie-Jelks,https://www.sports-reference.com/cbb/players/sharnecce-currie-jelks-1.html,indiana,2024-25
4,35,11,2024-12-15,Indiana,,Bellarmine,REG (Non-Conf),W 95-61,,1,0,0,,0,0,0,0,,,0,0,1,0,1,0,0,0,0,1,0,0.3,Sharnecce Currie-Jelks,https://www.sports-reference.com/cbb/players/sharnecce-currie-jelks-1.html,indiana,2024-25
5,36,12,2024-12-22,Indiana,,Oakland,REG (Non-Conf),W 90-55,,2,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,-0.4,Sharnecce Currie-Jelks,https://www.sports-reference.com/cbb/players/sharnecce-currie-jelks-1.html,indiana,2024-25
6,37,22,2025-02-06,Indiana,,Rutgers,REG (Conf),W 81-60,,2,0,1,.000,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,1,0,-1.1,Sharnecce Currie-Jelks,https://www.sports-reference.com/cbb/players/sharnecce-currie-jelks-1.html,indiana,2024-25
