ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,34,4,2023-11-19,Monmouth,,Massachusetts,REG (Non-Conf),W 74-62,,2,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,-1.4,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
2,35,5,2023-11-22,Monmouth,@,Providence,REG (Non-Conf),L 40-57,,5,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,1,0,1,0,0,0,0,0,2,0.3,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
3,36,7,2023-12-02,Monmouth,@,Rider,REG (Non-Conf),W 62-42,,4,1,2,.500,1,2,.500,0,0,,.750,0,0,0,0,0,0,0,0,1,1,3,0.6,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
4,37,9,2023-12-11,Monmouth,@,Lafayette,REG (Non-Conf),W 68-47,,3,0,1,.000,0,0,,0,1,.000,.000,0,0,1,0,1,0,0,0,0,0,0,0.0,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
5,38,19,2024-02-02,Monmouth,,Towson,REG (Conf),W 64-53,,3,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,0,0,0,0,0,0,0,0,3,2.0,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
6,39,20,2024-02-04,Monmouth,,Stony Brook,REG (Conf),L 62-78,,3,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,1,0,-1.1,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
7,40,21,2024-02-09,Monmouth,@,Northeastern,REG (Conf),W 50-41,,7,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,1,0,1,1,0,-1.1,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
8,41,22,2024-02-11,Monmouth,,Delaware,REG (Conf),L 67-71,,10,2,3,.667,2,3,.667,0,0,,1.000,0,0,0,2,2,2,0,1,0,0,6,7.4,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
9,42,23,2024-02-16,Monmouth,@,Campbell,REG (Conf),W 53-49,,9,1,2,.500,1,2,.500,0,0,,.750,0,0,0,0,0,0,1,1,0,3,3,2.5,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
10,43,24,2024-02-18,Monmouth,@,North Carolina A&T,REG (Conf),W 80-76 (2OT),,3,0,1,.000,0,0,,0,1,.000,.000,0,0,1,0,1,1,0,0,0,0,0,0.7,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
11,44,25,2024-02-23,Monmouth,,Drexel,REG (Conf),W 61-55,,6,0,0,,0,0,,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0.7,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
12,45,26,2024-02-25,Monmouth,,College of Charleston,REG (Conf),W 73-63,,11,2,3,.667,2,2,1.000,0,1,.000,1.000,0,0,0,0,0,1,0,0,0,0,6,5.4,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
13,46,27,2024-03-03,Monmouth,@,Hofstra,REG (Conf),W 66-50,,15,3,5,.600,1,3,.333,2,2,1.000,.700,0,0,2,3,5,2,0,0,2,3,7,5.2,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
14,47,28,2024-03-07,Monmouth,@,Towson,REG (Conf),W 70-64,,9,2,3,.667,1,1,1.000,1,2,.500,.833,0,0,0,0,0,2,0,0,0,1,5,4.7,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
15,48,29,2024-03-09,Monmouth,,UNC Wilmington,REG (Conf),W 65-53,*,11,0,1,.000,0,1,.000,0,0,,.000,0,0,1,1,2,3,0,0,1,0,0,1.4,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
16,49,31,2024-03-21,Monmouth,@,Buffalo,WNIT,W 68-58,,2,0,2,.000,0,1,.000,0,1,.000,.000,0,0,0,0,0,0,0,0,1,0,0,-2.4,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
17,50,32,2024-03-25,Monmouth,@,Duquesne,WNIT,L 65-69 (OT),,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,2,1,3,0,0,0,1,0,2,2.4,Kayla Richardson,https://www.sports-reference.com/cbb/players/kayla-richardson-1.html,monmouth,2023-24
