ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg3,fg3a,fg2,fg2a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
1,1,26,2024-02-24,Cal State Bakersfield,@,UC Davis,REG (Conf),L 62-78,,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,-1.9,Sophia Bertotti Metoyer,https://www.sports-reference.com/cbb/players/sophia-bertotti-metoyer-1.html,cal-state-bakersfield,2023-24
2,2,28,2024-03-02,Cal State Bakersfield,,Cal Poly,REG (Conf),L 56-74,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Sophia Bertotti Metoyer,https://www.sports-reference.com/cbb/players/sophia-bertotti-metoyer-1.html,cal-state-bakersfield,2023-24
3,3,29,2024-03-09,Cal State Bakersfield,,Hawaii,REG (Conf),L 48-85,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Sophia Bertotti Metoyer,https://www.sports-reference.com/cbb/players/sophia-bertotti-metoyer-1.html,cal-state-bakersfield,2023-24
